system:index,cloudiness,scene_id,timestamp,.geo,datetime,formatted_datetime
20200103T113451_20200103T113450_T30UVE,20.772688,20200103T113451_20200103T113450_T30UVE,1578051376358.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-03 11:36:16.358,2020 01 03 11 36 16
20200103T113451_20200103T113450_T30UVF,20.257036,20200103T113451_20200103T113450_T30UVF,1578051362242.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-03 11:36:02.242,2020 01 03 11 36 02
20200103T113451_20200103T113450_T30UWE,13.991463,20200103T113451_20200103T113450_T30UWE,1578051371223.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-03 11:36:11.223,2020 01 03 11 36 11
20200103T113451_20200103T113450_T30UWF,2.991533,20200103T113451_20200103T113450_T30UWF,1578051357397.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-03 11:35:57.397,2020 01 03 11 35 57
20200105T112349_20200105T112437_T30UVE,72.602729,20200105T112349_20200105T112437_T30UVE,1578223579744.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-05 11:26:19.744,2020 01 05 11 26 19
20200105T112349_20200105T112437_T30UVF,89.220795,20200105T112349_20200105T112437_T30UVF,1578223565421.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-05 11:26:05.421,2020 01 05 11 26 05
20200105T112349_20200105T112437_T30UWE,87.491108,20200105T112349_20200105T112437_T30UWE,1578223575693.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-05 11:26:15.693,2020 01 05 11 26 15
20200105T112349_20200105T112437_T30UWF,86.887784,20200105T112349_20200105T112437_T30UWF,1578223561274.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-05 11:26:01.274,2020 01 05 11 26 01
20200108T113349_20200108T113435_T30UVE,86.033952,20200108T113349_20200108T113435_T30UVE,1578483376615.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-08 11:36:16.615,2020 01 08 11 36 16
20200108T113349_20200108T113435_T30UVF,67.711727,20200108T113349_20200108T113435_T30UVF,1578483362498.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-08 11:36:02.498,2020 01 08 11 36 02
20200108T113349_20200108T113435_T30UWE,80.444689,20200108T113349_20200108T113435_T30UWE,1578483371480.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-08 11:36:11.480,2020 01 08 11 36 11
20200108T113349_20200108T113435_T30UWF,27.059372,20200108T113349_20200108T113435_T30UWF,1578483357659.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-08 11:35:57.659,2020 01 08 11 35 57
20200110T112431_20200110T112436_T30UVE,99.950335,20200110T112431_20200110T112436_T30UVE,1578655579223.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-10 11:26:19.223,2020 01 10 11 26 19
20200110T112431_20200110T112436_T30UVF,99.98669,20200110T112431_20200110T112436_T30UVF,1578655564908.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-10 11:26:04.908,2020 01 10 11 26 04
20200110T112431_20200110T112436_T30UWE,67.767449,20200110T112431_20200110T112436_T30UWE,1578655575170.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-10 11:26:15.170,2020 01 10 11 26 15
20200110T112431_20200110T112436_T30UWF,54.463115,20200110T112431_20200110T112436_T30UWF,1578655560760.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-10 11:26:00.760,2020 01 10 11 26 00
20200113T113431_20200113T113435_T30UVE,99.991986,20200113T113431_20200113T113435_T30UVE,1578915376087.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-13 11:36:16.087,2020 01 13 11 36 16
20200113T113431_20200113T113435_T30UVF,99.999268,20200113T113431_20200113T113435_T30UVF,1578915361980.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-13 11:36:01.980,2020 01 13 11 36 01
20200113T113431_20200113T113435_T30UWE,99.999997,20200113T113431_20200113T113435_T30UWE,1578915370940.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-13 11:36:10.940,2020 01 13 11 36 10
20200113T113431_20200113T113435_T30UWF,99.997978,20200113T113431_20200113T113435_T30UWF,1578915357138.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-13 11:35:57.138,2020 01 13 11 35 57
20200115T112319_20200115T112436_T30UVE,12.849186,20200115T112319_20200115T112436_T30UVE,1579087579021.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-15 11:26:19.021,2020 01 15 11 26 19
20200115T112319_20200115T112436_T30UVF,17.768295,20200115T112319_20200115T112436_T30UVF,1579087564702.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-15 11:26:04.702,2020 01 15 11 26 04
20200115T112319_20200115T112436_T30UWE,10.799521,20200115T112319_20200115T112436_T30UWE,1579087574972.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-15 11:26:14.972,2020 01 15 11 26 14
20200115T112319_20200115T112436_T30UWF,21.117364,20200115T112319_20200115T112436_T30UWF,1579087560554.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-15 11:26:00.554,2020 01 15 11 26 00
20200118T113319_20200118T113437_T30UVE,39.031564,20200118T113319_20200118T113437_T30UVE,1579347375702.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-18 11:36:15.702,2020 01 18 11 36 15
20200118T113319_20200118T113437_T30UVF,30.51103,20200118T113319_20200118T113437_T30UVF,1579347361586.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-18 11:36:01.586,2020 01 18 11 36 01
20200118T113319_20200118T113437_T30UWE,8.232472,20200118T113319_20200118T113437_T30UWE,1579347370563.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-18 11:36:10.563,2020 01 18 11 36 10
20200118T113319_20200118T113437_T30UWF,10.025265,20200118T113319_20200118T113437_T30UWF,1579347356748.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-18 11:35:56.748,2020 01 18 11 35 56
20200120T112401_20200120T112435_T30UVE,22.251467,20200120T112401_20200120T112435_T30UVE,1579519578521.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-20 11:26:18.521,2020 01 20 11 26 18
20200120T112401_20200120T112435_T30UVF,76.408168,20200120T112401_20200120T112435_T30UVF,1579519564203.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-20 11:26:04.203,2020 01 20 11 26 04
20200120T112401_20200120T112435_T30UWE,25.531072,20200120T112401_20200120T112435_T30UWE,1579519574469.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-20 11:26:14.469,2020 01 20 11 26 14
20200120T112401_20200120T112435_T30UWF,35.141775,20200120T112401_20200120T112435_T30UWF,1579519560056.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-20 11:26:00.056,2020 01 20 11 26 00
20200123T113351_20200123T113437_T30UVE,46.667872,20200123T113351_20200123T113437_T30UVE,1579779375258.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-23 11:36:15.258,2020 01 23 11 36 15
20200123T113351_20200123T113437_T30UVF,88.813759,20200123T113351_20200123T113437_T30UVF,1579779361144.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-23 11:36:01.144,2020 01 23 11 36 01
20200123T113351_20200123T113437_T30UWE,90.729235,20200123T113351_20200123T113437_T30UWE,1579779370122.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-23 11:36:10.122,2020 01 23 11 36 10
20200123T113351_20200123T113437_T30UWF,81.004203,20200123T113351_20200123T113437_T30UWF,1579779356300.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-23 11:35:56.300,2020 01 23 11 35 56
20200125T112239_20200125T112434_T30UVE,97.54394,20200125T112239_20200125T112434_T30UVE,1579951577779.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-25 11:26:17.779,2020 01 25 11 26 17
20200125T112239_20200125T112434_T30UVF,97.57467,20200125T112239_20200125T112434_T30UVF,1579951563454.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-25 11:26:03.454,2020 01 25 11 26 03
20200125T112239_20200125T112434_T30UWE,98.882475,20200125T112239_20200125T112434_T30UWE,1579951573730.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-25 11:26:13.730,2020 01 25 11 26 13
20200125T112239_20200125T112434_T30UWF,99.913079,20200125T112239_20200125T112434_T30UWF,1579951559307.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-25 11:25:59.307,2020 01 25 11 25 59
20200128T113309_20200128T113434_T30UVE,58.405014,20200128T113309_20200128T113434_T30UVE,1580211374318.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-28 11:36:14.318,2020 01 28 11 36 14
20200128T113309_20200128T113434_T30UVF,70.780033,20200128T113309_20200128T113434_T30UVF,1580211360204.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-28 11:36:00.204,2020 01 28 11 36 00
20200128T113309_20200128T113434_T30UWE,39.725891,20200128T113309_20200128T113434_T30UWE,1580211369175.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-28 11:36:09.175,2020 01 28 11 36 09
20200128T113309_20200128T113434_T30UWF,50.029311,20200128T113309_20200128T113434_T30UWF,1580211355369.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-28 11:35:55.369,2020 01 28 11 35 55
20200130T112311_20200130T112435_T30UVE,99.999998,20200130T112311_20200130T112435_T30UVE,1580383577357.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-30 11:26:17.357,2020 01 30 11 26 17
20200130T112311_20200130T112435_T30UVF,99.999998,20200130T112311_20200130T112435_T30UVF,1580383563039.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-30 11:26:03.039,2020 01 30 11 26 03
20200130T112311_20200130T112435_T30UWE,99.997229,20200130T112311_20200130T112435_T30UWE,1580383573310.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-30 11:26:13.310,2020 01 30 11 26 13
20200130T112311_20200130T112435_T30UWF,100.0,20200130T112311_20200130T112435_T30UWF,1580383558888.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-01-30 11:25:58.888,2020 01 30 11 25 58
20200202T113311_20200202T113434_T30UVE,61.32388,20200202T113311_20200202T113434_T30UVE,1580643373902.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02-02 11:36:13.902,2020 02 02 11 36 13
20200202T113311_20200202T113434_T30UVF,85.594644,20200202T113311_20200202T113434_T30UVF,1580643359798.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02-02 11:35:59.798,2020 02 02 11 35 59
20200202T113311_20200202T113434_T30UWE,77.256292,20200202T113311_20200202T113434_T30UWE,1580643368751.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02-02 11:36:08.751,2020 02 02 11 36 08
20200202T113311_20200202T113434_T30UWF,87.00726,20200202T113311_20200202T113434_T30UWF,1580643354959.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02-02 11:35:54.959,2020 02 02 11 35 54
20200204T112149_20200204T112149_T30UVE,6.311318,20200204T112149_20200204T112149_T30UVE,1580815567691.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02-04 11:26:07.691,2020 02 04 11 26 07
20200204T112149_20200204T112149_T30UVF,21.233878,20200204T112149_20200204T112149_T30UVF,1580815562539.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02-04 11:26:02.539,2020 02 04 11 26 02
20200204T112149_20200204T112149_T30UWE,47.721249,20200204T112149_20200204T112149_T30UWE,1580815567198.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2020-02-04 11:26:07.198,2020 02 04 11 26 07
