Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
47),2018/01/01,11:30:00,,,,,8.923,,,,,,,
48),2018/01/01,11:45:00,,,,,8.559,,,,,,,
49),2018/01/01,12:00:00,,,,,8.152,,,,,,,
50),2018/01/01,12:15:00,,,,,7.714,,,,,,,
51),2018/01/01,12:30:00,,,,,7.268,,,,,,,
52),2018/01/01,12:45:00,,,,,6.835,,,,,,,
53),2018/01/01,13:00:00,,,,,6.405,,,,,,,
54),2018/01/01,13:15:00,,,,,5.974,,,,,,,
55),2018/01/01,13:30:00,,,,,5.540,,,,,,,
56),2018/01/01,13:45:00,,,,,5.086,,,,,,,
57),2018/01/01,14:00:00,,,,,4.655,,,,,,,
58),2018/01/01,14:15:00,,,,,4.216,,,,,,,
59),2018/01/01,14:30:00,,,,,3.790,,,,,,,
60),2018/01/01,14:45:00,,,,,3.434,,,,,,,
61),2018/01/01,15:00:00,,,,,3.107,,,,,,,
62),2018/01/01,15:15:00,,,,,2.785,,,,,,,
63),2018/01/01,15:30:00,,,,,2.479,,,,,,,
64),2018/01/01,15:45:00,,,,,2.270,,,,,,,
65),2018/01/01,16:00:00,,,,,2.107,,,,,,,
66),2018/01/01,16:15:00,,,,,1.911,,,,,,,
67),2018/01/01,16:30:00,,,,,1.784,,,,,,,
68),2018/01/01,16:45:00,,,,,1.693,,,,,,,
69),2018/01/01,17:00:00,,,,,1.606,,,,,,,
70),2018/01/01,17:15:00,,,,,1.557,,,,,,,
71),2018/01/01,17:30:00,,,,,1.611,,,,,,,
72),2018/01/01,17:45:00,,,,,1.765,,,,,,,
73),2018/01/01,18:00:00,,,,,2.005,,,,,,,
74),2018/01/01,18:15:00,,,,,2.293,,,,,,,
75),2018/01/01,18:30:00,,,,,2.632,,,,,,,
76),2018/01/01,18:45:00,,,,,3.025,,,,,,,
77),2018/01/01,19:00:00,,,,,3.461,,,,,,,
78),2018/01/01,19:15:00,,,,,3.947,,,,,,,
79),2018/01/01,19:30:00,,,,,4.493,,,,,,,
80),2018/01/01,19:45:00,,,,,5.119,,,,,,,
81),2018/01/01,20:00:00,,,,,5.773,,,,,,,
82),2018/01/01,20:15:00,,,,,6.391,,,,,,,
83),2018/01/01,20:30:00,,,,,7.018,,,,,,,
84),2018/01/01,20:45:00,,,,,7.569,,,,,,,
85),2018/01/01,21:00:00,,,,,8.131,,,,,,,
86),2018/01/01,21:15:00,,,,,8.580,,,,,,,
87),2018/01/01,21:30:00,,,,,8.977,,,,,,,
88),2018/01/01,21:45:00,,,,,9.291,,,,,,,
89),2018/01/01,22:00:00,,,,,9.574,,,,,,,
90),2018/01/01,22:15:00,,,,,9.775,,,,,,,
91),2018/01/01,22:30:00,,,,,9.900,,,,,,,
92),2018/01/01,22:45:00,,,,,9.948,,,,,,,
93),2018/01/01,23:00:00,,,,,9.845,,,,,,,
94),2018/01/01,23:15:00,,,,,9.655,,,,,,,
95),2018/01/01,23:30:00,,,,,9.384,,,,,,,
96),2018/01/01,23:45:00,,,,,9.025,,,,,,,
97),2018/01/02,00:00:00,,,,,8.624,,,,,,,
98),2018/01/02,00:15:00,,,,,8.172,,,,,,,
99),2018/01/02,00:30:00,,,,,7.678,,,,,,,
100),2018/01/02,00:45:00,,,,,7.173,,,,,,,
101),2018/01/02,01:00:00,,,,,6.684,,,,,,,
102),2018/01/02,01:15:00,,,,,6.197,,,,,,,
103),2018/01/02,01:30:00,,,,,5.717,,,,,,,
104),2018/01/02,01:45:00,,,,,5.224,,,,,,,
105),2018/01/02,02:00:00,,,,,4.744,,,,,,,
106),2018/01/02,02:15:00,,,,,4.292,,,,,,,
107),2018/01/02,02:30:00,,,,,3.828,,,,,,,
108),2018/01/02,02:45:00,,,,,3.395,,,,,,,
109),2018/01/02,03:00:00,,,,,2.993,,,,,,,
110),2018/01/02,03:15:00,,,,,2.602,,,,,,,
111),2018/01/02,03:30:00,,,,,2.215,,,,,,,
112),2018/01/02,03:45:00,,,,,1.869,,,,,,,
113),2018/01/02,04:00:00,,,,,1.598,,,,,,,
114),2018/01/02,04:15:00,,,,,1.392,,,,,,,
115),2018/01/02,04:30:00,,,,,1.225,,,,,,,
116),2018/01/02,04:45:00,,,,,1.111,,,,,,,
117),2018/01/02,05:00:00,,,,,1.032,,,,,,,
118),2018/01/02,05:15:00,,,,,0.973,,,,,,,
119),2018/01/02,05:30:00,,,,,0.965,,,,,,,
120),2018/01/02,05:45:00,,,,,1.023,,,,,,,
121),2018/01/02,06:00:00,,,,,1.141,,,,,,,
122),2018/01/02,06:15:00,,,,,1.330,,,,,,,
123),2018/01/02,06:30:00,,,,,1.607,,,,,,,
124),2018/01/02,06:45:00,,,,,1.991,,,,,,,
125),2018/01/02,07:00:00,,,,,2.449,,,,,,,
126),2018/01/02,07:15:00,,,,,2.946,,,,,,,
127),2018/01/02,07:30:00,,,,,3.504,,,,,,,
128),2018/01/02,07:45:00,,,,,4.117,,,,,,,
129),2018/01/02,08:00:00,,,,,4.791,,,,,,,
130),2018/01/02,08:15:00,,,,,5.484,,,,,,,
131),2018/01/02,08:30:00,,,,,6.139,,,,,,,
132),2018/01/02,08:45:00,,,,,6.777,,,,,,,
133),2018/01/02,09:00:00,,,,,7.377,,,,,,,
134),2018/01/02,09:15:00,,,,,7.941,,,,,,,
135),2018/01/02,09:30:00,,,,,8.451,,,,,,,
136),2018/01/02,09:45:00,,,,,8.859,,,,,,,
137),2018/01/02,10:00:00,,,,,9.229,,,,,,,
138),2018/01/02,10:15:00,,,,,9.535,,,,,,,
139),2018/01/02,10:30:00,,,,,9.790,,,,,,,
140),2018/01/02,10:45:00,,,,,9.965,,,,,,,
141),2018/01/02,11:00:00,,,,10.060,,,,,,,,
142),2018/01/02,11:15:00,,,,10.053,,,,,,,,
143),2018/01/02,11:30:00,,,,,9.948,,,,,,,
144),2018/01/02,11:45:00,,,,,9.772,,,,,,,
145),2018/01/02,12:00:00,,,,,9.530,,,,,,,
146),2018/01/02,12:15:00,,,,,9.229,,,,,,,
147),2018/01/02,12:30:00,,,,,8.875,,,,,,,
148),2018/01/02,12:45:00,,,,,8.480,,,,,,,
149),2018/01/02,13:00:00,,,,,8.056,,,,,,,
150),2018/01/02,13:15:00,,,,,7.609,,,,,,,
151),2018/01/02,13:30:00,,,,,7.137,,,,,,,
152),2018/01/02,13:45:00,,,,,6.670,,,,,,,
153),2018/01/02,14:00:00,,,,,6.185,,,,,,,
154),2018/01/02,14:15:00,,,,,5.687,,,,,,,
155),2018/01/02,14:30:00,,,,,5.177,,,,,,,
156),2018/01/02,14:45:00,,,,,4.670,,,,,,,
157),2018/01/02,15:00:00,,,,,4.206,,,,,,,
158),2018/01/02,15:15:00,,,,,3.741,,,,,,,
159),2018/01/02,15:30:00,,,,,3.319,,,,,,,
160),2018/01/02,15:45:00,,,,,2.924,,,,,,,
161),2018/01/02,16:00:00,,,,,2.569,,,,,,,
162),2018/01/02,16:15:00,,,,,2.272,,,,,,,
163),2018/01/02,16:30:00,,,,,1.994,,,,,,,
164),2018/01/02,16:45:00,,,,,1.731,,,,,,,
165),2018/01/02,17:00:00,,,,,1.517,,,,,,,
166),2018/01/02,17:15:00,,,,,1.417,,,,,,,
167),2018/01/02,17:30:00,,,,,1.378,,,,,,,
168),2018/01/02,17:45:00,,,,,1.324,,,,,,,
169),2018/01/02,18:00:00,,,,,1.272,,,,,,,
170),2018/01/02,18:15:00,,,,,1.332,,,,,,,
171),2018/01/02,18:30:00,,,,,1.493,,,,,,,
172),2018/01/02,18:45:00,,,,,1.709,,,,,,,
173),2018/01/02,19:00:00,,,,,1.971,,,,,,,
174),2018/01/02,19:15:00,,,,,2.274,,,,,,,
175),2018/01/02,19:30:00,,,,,2.653,,,,,,,
176),2018/01/02,19:45:00,,,,,3.151,,,,,,,
177),2018/01/02,20:00:00,,,,,3.760,,,,,,,
178),2018/01/02,20:15:00,,,,,4.407,,,,,,,
179),2018/01/02,20:30:00,,,,,5.127,,,,,,,
180),2018/01/02,20:45:00,,,,,5.863,,,,,,,
181),2018/01/02,21:00:00,,,,,6.564,,,,,,,
182),2018/01/02,21:15:00,,,,,7.300,,,,,,,
183),2018/01/02,21:30:00,,,,,7.990,,,,,,,
184),2018/01/02,21:45:00,,,,,8.667,,,,,,,
185),2018/01/02,22:00:00,,,,,9.236,,,,,,,
186),2018/01/02,22:15:00,,,,,9.719,,,,,,,
187),2018/01/02,22:30:00,,,,10.165,,,,,,,,
188),2018/01/02,22:45:00,,,,10.571,,,,,,,,
189),2018/01/02,23:00:00,,,,10.904,,,,,,,,
190),2018/01/02,23:15:00,,,,11.135,,,,,,,,
191),2018/01/02,23:30:00,,,,11.205,,,,,,,,
192),2018/01/02,23:45:00,,,,11.129,,,,,,,,
193),2018/01/03,00:00:00,,,,10.961,,,,,,,,
194),2018/01/03,00:15:00,,,,10.710,,,,,,,,
195),2018/01/03,00:30:00,,,,10.362,,,,,,,,
196),2018/01/03,00:45:00,,,,,9.968,,,,,,,
197),2018/01/03,01:00:00,,,,,9.529,,,,,,,
198),2018/01/03,01:15:00,,,,,9.080,,,,,,,
199),2018/01/03,01:30:00,,,,,8.602,,,,,,,
200),2018/01/03,01:45:00,,,,,8.149,,,,,,,
201),2018/01/03,02:00:00,,,,,7.698,,,,,,,
202),2018/01/03,02:15:00,,,,,7.207,,,,,,,
203),2018/01/03,02:30:00,,,,,6.731,,,,,,,
204),2018/01/03,02:45:00,,,,,6.288,,,,,,,
205),2018/01/03,03:00:00,,,,,5.822,,,,,,,
206),2018/01/03,03:15:00,,,,,5.354,,,,,,,
207),2018/01/03,03:30:00,,,,,4.861,,,,,,,
208),2018/01/03,03:45:00,,,,,4.390,,,,,,,
209),2018/01/03,04:00:00,,,,,3.934,,,,,,,
210),2018/01/03,04:15:00,,,,,3.493,,,,,,,
211),2018/01/03,04:30:00,,,,,3.101,,,,,,,
212),2018/01/03,04:45:00,,,,,2.718,,,,,,,
213),2018/01/03,05:00:00,,,,,2.346,,,,,,,
214),2018/01/03,05:15:00,,,,,2.063,,,,,,,
215),2018/01/03,05:30:00,,,,,1.914,,,,,,,
216),2018/01/03,05:45:00,,,,,1.836,,,,,,,
217),2018/01/03,06:00:00,,,,,1.778,,,,,,,
218),2018/01/03,06:15:00,,,,,1.763,,,,,,,
219),2018/01/03,06:30:00,,,,,1.793,,,,,,,
220),2018/01/03,06:45:00,,,,,1.871,,,,,,,
221),2018/01/03,07:00:00,,,,,1.988,,,,,,,
222),2018/01/03,07:15:00,,,,,2.167,,,,,,,
223),2018/01/03,07:30:00,,,,,2.460,,,,,,,
224),2018/01/03,07:45:00,,,,,2.873,,,,,,,
225),2018/01/03,08:00:00,,,,,3.403,,,,,,,
226),2018/01/03,08:15:00,,,,,3.957,,,,,,,
227),2018/01/03,08:30:00,,,,,4.538,,,,,,,
228),2018/01/03,08:45:00,,,,,5.213,,,,,,,
229),2018/01/03,09:00:00,,,,,5.888,,,,,,,
230),2018/01/03,09:15:00,,,,,6.543,,,,,,,
231),2018/01/03,09:30:00,,,,,7.199,,,,,,,
232),2018/01/03,09:45:00,,,,,7.813,,,,,,,
233),2018/01/03,10:00:00,,,,,8.419,,,,,,,
234),2018/01/03,10:15:00,,,,,8.901,,,,,,,
235),2018/01/03,10:30:00,,,,,9.362,,,,,,,
236),2018/01/03,10:45:00,,,,,9.758,,,,,,,
237),2018/01/03,11:00:00,,,,10.075,,,,,,,,
238),2018/01/03,11:15:00,,,,10.334,,,,,,,,
239),2018/01/03,11:30:00,,,,,10.555,,,,,,,
240),2018/01/03,11:45:00,,,,10.587,,,,,,,,
241),2018/01/03,12:00:00,,,,10.539,,,,,,,,
242),2018/01/03,12:15:00,,,,10.403,,,,,,,,
243),2018/01/03,12:30:00,,,,10.134,,,,,,,,
244),2018/01/03,12:45:00,,,,,9.823,,,,,,,
245),2018/01/03,13:00:00,,,,,9.445,,,,,,,
246),2018/01/03,13:15:00,,,,,9.006,,,,,,,
247),2018/01/03,13:30:00,,,,,8.552,,,,,,,
248),2018/01/03,13:45:00,,,,,8.070,,,,,,,
249),2018/01/03,14:00:00,,,,,7.586,,,,,,,
250),2018/01/03,14:15:00,,,,,7.103,,,,,,,
251),2018/01/03,14:30:00,,,,,6.637,,,,,,,
252),2018/01/03,14:45:00,,,,,6.165,,,,,,,
253),2018/01/03,15:00:00,,,,,5.693,,,,,,,
254),2018/01/03,15:15:00,,,,,5.208,,,,,,,
255),2018/01/03,15:30:00,,,,,4.735,,,,,,,
256),2018/01/03,15:45:00,,,,,4.282,,,,,,,
257),2018/01/03,16:00:00,,,,,3.832,,,,,,,
258),2018/01/03,16:15:00,,,,,3.448,,,,,,,
259),2018/01/03,16:30:00,,,,,3.079,,,,,,,
260),2018/01/03,16:45:00,,,,,2.689,,,,,,,
261),2018/01/03,17:00:00,,,,,2.328,,,,,,,
262),2018/01/03,17:15:00,,,,,2.025,,,,,,,
263),2018/01/03,17:30:00,,,,,1.797,,,,,,,
264),2018/01/03,17:45:00,,,,,1.619,,,,,,,
265),2018/01/03,18:00:00,,,,,1.456,,,,,,,
266),2018/01/03,18:15:00,,,,,1.368,,,,,,,
267),2018/01/03,18:30:00,,,,,1.307,,,,,,,
268),2018/01/03,18:45:00,,,,,1.293,,,,,,,
269),2018/01/03,19:00:00,,,,,1.317,,,,,,,
270),2018/01/03,19:15:00,,,,,1.393,,,,,,,
271),2018/01/03,19:30:00,,,,,1.555,,,,,,,
272),2018/01/03,19:45:00,,,,,1.796,,,,,,,
273),2018/01/03,20:00:00,,,,,2.105,,,,,,,
274),2018/01/03,20:15:00,,,,,2.522,,,,,,,
275),2018/01/03,20:30:00,,,,,3.021,,,,,,,
276),2018/01/03,20:45:00,,,,,3.611,,,,,,,
277),2018/01/03,21:00:00,,,,,4.238,,,,,,,
278),2018/01/03,21:15:00,,,,,4.877,,,,,,,
279),2018/01/03,21:30:00,,,,,5.588,,,,,,,
280),2018/01/03,21:45:00,,,,,6.271,,,,,,,
281),2018/01/03,22:00:00,,,,,6.936,,,,,,,
282),2018/01/03,22:15:00,,,,,7.564,,,,,,,
283),2018/01/03,22:30:00,,,,,8.176,,,,,,,
284),2018/01/03,22:45:00,,,,,8.700,,,,,,,
285),2018/01/03,23:00:00,,,,,9.163,,,,,,,
286),2018/01/03,23:15:00,,,,,9.568,,,,,,,
287),2018/01/03,23:30:00,,,,,9.910,,,,,,,
288),2018/01/03,23:45:00,,,,10.178,,,,,,,,
289),2018/01/04,00:00:00,,,,10.396,,,,,,,,
290),2018/01/04,00:15:00,,,,10.473,,,,,,,,
291),2018/01/04,00:30:00,,,,10.415,,,,,,,,
292),2018/01/04,00:45:00,,,,10.271,,,,,,,,
293),2018/01/04,01:00:00,,,,10.028,,,,,,,,
294),2018/01/04,01:15:00,,,,,9.700,,,,,,,
295),2018/01/04,01:30:00,,,,,9.313,,,,,,,
296),2018/01/04,01:45:00,,,,,8.857,,,,,,,
297),2018/01/04,02:00:00,,,,,8.373,,,,,,,
298),2018/01/04,02:15:00,,,,,7.847,,,,,,,
299),2018/01/04,02:30:00,,,,,7.327,,,,,,,
300),2018/01/04,02:45:00,,,,,6.816,,,,,,,
301),2018/01/04,03:00:00,,,,,6.302,,,,,,,
302),2018/01/04,03:15:00,,,,,5.782,,,,,,,
303),2018/01/04,03:30:00,,,,,5.264,,,,,,,
304),2018/01/04,03:45:00,,,,,4.768,,,,,,,
305),2018/01/04,04:00:00,,,,,4.282,,,,,,,
306),2018/01/04,04:15:00,,,,,3.819,,,,,,,
307),2018/01/04,04:30:00,,,,,3.360,,,,,,,
308),2018/01/04,04:45:00,,,,,2.927,,,,,,,
309),2018/01/04,05:00:00,,,,,2.512,,,,,,,
310),2018/01/04,05:15:00,,,,,2.121,,,,,,,
311),2018/01/04,05:30:00,,,,,1.760,,,,,,,
312),2018/01/04,05:45:00,,,,,1.516,,,,,,,
313),2018/01/04,06:00:00,,,,,1.348,,,,,,,
314),2018/01/04,06:15:00,,,,,1.234,,,,,,,
315),2018/01/04,06:30:00,,,,,1.142,,,,,,,
316),2018/01/04,06:45:00,,,,,1.054,,,,,,,
317),2018/01/04,07:00:00,,,,,1.002,,,,,,,
318),2018/01/04,07:15:00,,,,,0.997,,,,,,,
319),2018/01/04,07:30:00,,,,,1.046,,,,,,,
320),2018/01/04,07:45:00,,,,,1.171,,,,,,,
321),2018/01/04,08:00:00,,,,,1.398,,,,,,,
322),2018/01/04,08:15:00,,,,,1.721,,,,,,,
323),2018/01/04,08:30:00,,,,,2.175,,,,,,,
324),2018/01/04,08:45:00,,,,,2.710,,,,,,,
325),2018/01/04,09:00:00,,,,,3.286,,,,,,,
326),2018/01/04,09:15:00,,,,,3.933,,,,,,,
327),2018/01/04,09:30:00,,,,,4.623,,,,,,,
328),2018/01/04,09:45:00,,,,,5.372,,,,,,,
329),2018/01/04,10:00:00,,,,,6.100,,,,,,,
330),2018/01/04,10:15:00,,,,,6.785,,,,,,,
331),2018/01/04,10:30:00,,,,,7.439,,,,,,,
332),2018/01/04,10:45:00,,,,,8.074,,,,,,,
333),2018/01/04,11:00:00,,,,,8.667,,,,,,,
334),2018/01/04,11:15:00,,,,,9.132,,,,,,,
335),2018/01/04,11:30:00,,,,,9.550,,,,,,,
336),2018/01/04,11:45:00,,,,,9.938,,,,,,,
337),2018/01/04,12:00:00,,,,10.250,,,,,,,,
338),2018/01/04,12:15:00,,,,10.515,,,,,,,,
339),2018/01/04,12:30:00,,,,10.704,,,,,,,,
340),2018/01/04,12:45:00,,,,10.720,,,,,,,,
341),2018/01/04,13:00:00,,,,10.646,,,,,,,,
342),2018/01/04,13:15:00,,,,10.493,,,,,,,,
343),2018/01/04,13:30:00,,,,10.275,,,,,,,,
344),2018/01/04,13:45:00,,,,10.010,,,,,,,,
345),2018/01/04,14:00:00,,,,,9.682,,,,,,,
346),2018/01/04,14:15:00,,,,,9.300,,,,,,,
347),2018/01/04,14:30:00,,,,,8.855,,,,,,,
348),2018/01/04,14:45:00,,,,,8.403,,,,,,,
349),2018/01/04,15:00:00,,,,,7.954,,,,,,,
350),2018/01/04,15:15:00,,,,,7.524,,,,,,,
351),2018/01/04,15:30:00,,,,,7.055,,,,,,,
352),2018/01/04,15:45:00,,,,,6.503,,,,,,,
353),2018/01/04,16:00:00,,,,,5.878,,,,,,,
354),2018/01/04,16:15:00,,,,,5.272,,,,,,,
355),2018/01/04,16:30:00,,,,,4.685,,,,,,,
356),2018/01/04,16:45:00,,,,,4.193,,,,,,,
357),2018/01/04,17:00:00,,,,,3.709,,,,,,,
358),2018/01/04,17:15:00,,,,,3.229,,,,,,,
359),2018/01/04,17:30:00,,,,,2.793,,,,,,,
360),2018/01/04,17:45:00,,,,,2.395,,,,,,,
361),2018/01/04,18:00:00,,,,,2.024,,,,,,,
362),2018/01/04,18:15:00,,,,,1.739,,,,,,,
363),2018/01/04,18:30:00,,,,,1.553,,,,,,,
364),2018/01/04,18:45:00,,,,,1.387,,,,,,,
365),2018/01/04,19:00:00,,,,,1.231,,,,,,,
366),2018/01/04,19:15:00,,,,,1.120,,,,,,,
367),2018/01/04,19:30:00,,,,,1.052,,,,,,,
368),2018/01/04,19:45:00,,,,,1.030,,,,,,,
369),2018/01/04,20:00:00,,,,,1.067,,,,,,,
370),2018/01/04,20:15:00,,,,,1.192,,,,,,,
371),2018/01/04,20:30:00,,,,,1.382,,,,,,,
372),2018/01/04,20:45:00,,,,,1.662,,,,,,,
373),2018/01/04,21:00:00,,,,,2.062,,,,,,,
374),2018/01/04,21:15:00,,,,,2.552,,,,,,,
375),2018/01/04,21:30:00,,,,,3.082,,,,,,,
376),2018/01/04,21:45:00,,,,,3.713,,,,,,,
377),2018/01/04,22:00:00,,,,,4.344,,,,,,,
378),2018/01/04,22:15:00,,,,,5.047,,,,,,,
379),2018/01/04,22:30:00,,,,,5.771,,,,,,,
380),2018/01/04,22:45:00,,,,,6.451,,,,,,,
381),2018/01/04,23:00:00,,,,,7.119,,,,,,,
382),2018/01/04,23:15:00,,,,,7.731,,,,,,,
383),2018/01/04,23:30:00,,,,,8.309,,,,,,,
384),2018/01/04,23:45:00,,,,,8.803,,,,,,,
385),2018/01/05,00:00:00,,,,,9.233,,,,,,,
386),2018/01/05,00:15:00,,,,,9.593,,,,,,,
387),2018/01/05,00:30:00,,,,,9.895,,,,,,,
388),2018/01/05,00:45:00,,,,10.117,,,,,,,,
389),2018/01/05,01:00:00,,,,10.255,,,,,,,,
390),2018/01/05,01:15:00,,,,10.268,,,,,,,,
391),2018/01/05,01:30:00,,,,10.156,,,,,,,,
392),2018/01/05,01:45:00,,,,,9.968,,,,,,,
393),2018/01/05,02:00:00,,,,,9.689,,,,,,,
394),2018/01/05,02:15:00,,,,,9.343,,,,,,,
395),2018/01/05,02:30:00,,,,,8.935,,,,,,,
396),2018/01/05,02:45:00,,,,,8.476,,,,,,,
397),2018/01/05,03:00:00,,,,,7.994,,,,,,,
398),2018/01/05,03:15:00,,,,,7.497,,,,,,,
399),2018/01/05,03:30:00,,,,,7.004,,,,,,,
400),2018/01/05,03:45:00,,,,,6.519,,,,,,,
401),2018/01/05,04:00:00,,,,,6.018,,,,,,,
402),2018/01/05,04:15:00,,,,,5.504,,,,,,,
403),2018/01/05,04:30:00,,,,,4.998,,,,,,,
404),2018/01/05,04:45:00,,,,,4.505,,,,,,,
405),2018/01/05,05:00:00,,,,,4.040,,,,,,,
406),2018/01/05,05:15:00,,,,,3.580,,,,,,,
407),2018/01/05,05:30:00,,,,,3.163,,,,,,,
408),2018/01/05,05:45:00,,,,,2.773,,,,,,,
409),2018/01/05,06:00:00,,,,,2.413,,,,,,,
410),2018/01/05,06:15:00,,,,,2.086,,,,,,,
411),2018/01/05,06:30:00,,,,,1.829,,,,,,,
412),2018/01/05,06:45:00,,,,,1.631,,,,,,,
413),2018/01/05,07:00:00,,,,,1.484,,,,,,,
414),2018/01/05,07:15:00,,,,,1.388,,,,,,,
415),2018/01/05,07:30:00,,,,,1.330,,,,,,,
416),2018/01/05,07:45:00,,,,,1.305,,,,,,,
417),2018/01/05,08:00:00,,,,,1.308,,,,,,,
418),2018/01/05,08:15:00,,,,,1.357,,,,,,,
419),2018/01/05,08:30:00,,,,,1.473,,,,,,,
420),2018/01/05,08:45:00,,,,,1.671,,,,,,,
421),2018/01/05,09:00:00,,,,,1.959,,,,,,,
422),2018/01/05,09:15:00,,,,,2.341,,,,,,,
423),2018/01/05,09:30:00,,,,,2.765,,,,,,,
424),2018/01/05,09:45:00,,,,,3.294,,,,,,,
425),2018/01/05,10:00:00,,,,,3.864,,,,,,,
426),2018/01/05,10:15:00,,,,,4.459,,,,,,,
427),2018/01/05,10:30:00,,,,,5.136,,,,,,,
428),2018/01/05,10:45:00,,,,,5.821,,,,,,,
429),2018/01/05,11:00:00,,,,,6.457,,,,,,,
430),2018/01/05,11:15:00,,,,,7.100,,,,,,,
431),2018/01/05,11:30:00,,,,,7.686,,,,,,,
432),2018/01/05,11:45:00,,,,,8.264,,,,,,,
433),2018/01/05,12:00:00,,,,,8.733,,,,,,,
434),2018/01/05,12:15:00,,,,,9.146,,,,,,,
435),2018/01/05,12:30:00,,,,,9.496,,,,,,,
436),2018/01/05,12:45:00,,,,,9.797,,,,,,,
437),2018/01/05,13:00:00,,,,10.017,,,,,,,,
438),2018/01/05,13:15:00,,,,10.157,,,,,,,,
439),2018/01/05,13:30:00,,,,10.225,,,,,,,,
440),2018/01/05,13:45:00,,,,10.151,,,,,,,,
441),2018/01/05,14:00:00,,,,10.000,,,,,,,,
442),2018/01/05,14:15:00,,,,,9.776,,,,,,,
443),2018/01/05,14:30:00,,,,,9.467,,,,,,,
444),2018/01/05,14:45:00,,,,,9.107,,,,,,,
445),2018/01/05,15:00:00,,,,,8.695,,,,,,,
446),2018/01/05,15:15:00,,,,,8.252,,,,,,,
447),2018/01/05,15:30:00,,,,,7.786,,,,,,,
448),2018/01/05,15:45:00,,,,,7.314,,,,,,,
449),2018/01/05,16:00:00,,,,,6.842,,,,,,,
450),2018/01/05,16:15:00,,,,,6.370,,,,,,,
451),2018/01/05,16:30:00,,,,,5.879,,,,,,,
452),2018/01/05,16:45:00,,,,,5.384,,,,,,,
453),2018/01/05,17:00:00,,,,,4.894,,,,,,,
454),2018/01/05,17:15:00,,,,,4.416,,,,,,,
455),2018/01/05,17:30:00,,,,,3.955,,,,,,,
456),2018/01/05,17:45:00,,,,,3.508,,,,,,,
457),2018/01/05,18:00:00,,,,,3.100,,,,,,,
