Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
45),2017/01/01,11:00:00,,,,,6.628M,,,,,,,
46),2017/01/01,11:15:00,,,,,7.126M,,,,,,,
47),2017/01/01,11:30:00,,,,,7.583M,,,,,,,
48),2017/01/01,11:45:00,,,,,7.955M,,,,,,,
49),2017/01/01,12:00:00,,,,,8.293M,,,,,,,
50),2017/01/01,12:15:00,,,,,8.555M,,,,,,,
51),2017/01/01,12:30:00,,,,,8.741M,,,,,,,
52),2017/01/01,12:45:00,,,,,8.856M,,,,,,,
53),2017/01/01,13:00:00,,,,,8.888M,,,,,,,
54),2017/01/01,13:15:00,,,,,8.838M,,,,,,,
55),2017/01/01,13:30:00,,,,,8.716M,,,,,,,
56),2017/01/01,13:45:00,,,,,8.530M,,,,,,,
57),2017/01/01,14:00:00,,,,,8.265M,,,,,,,
58),2017/01/01,14:15:00,,,,,7.947M,,,,,,,
59),2017/01/01,14:30:00,,,,,7.590M,,,,,,,
60),2017/01/01,14:45:00,,,,,7.192M,,,,,,,
61),2017/01/01,15:00:00,,,,,6.771M,,,,,,,
62),2017/01/01,15:15:00,,,,,6.333M,,,,,,,
63),2017/01/01,15:30:00,,,,,5.882M,,,,,,,
64),2017/01/01,15:45:00,,,,,5.424M,,,,,,,
65),2017/01/01,16:00:00,,,,,4.976M,,,,,,,
66),2017/01/01,16:15:00,,,,,4.533M,,,,,,,
67),2017/01/01,16:30:00,,,,,4.095M,,,,,,,
68),2017/01/01,16:45:00,,,,,3.674M,,,,,,,
69),2017/01/01,17:00:00,,,,,3.263M,,,,,,,
70),2017/01/01,17:15:00,,,,,2.864M,,,,,,,
71),2017/01/01,17:30:00,,,,,2.478M,,,,,,,
72),2017/01/01,17:45:00,,,,,2.159M,,,,,,,
73),2017/01/01,18:00:00,,,,,1.944M,,,,,,,
74),2017/01/01,18:15:00,,,,,1.763M,,,,,,,
75),2017/01/01,18:30:00,,,,,1.578M,,,,,,,
76),2017/01/01,18:45:00,,,,,1.419M,,,,,,,
77),2017/01/01,19:00:00,,,,,1.307M,,,,,,,
78),2017/01/01,19:15:00,,,,,1.238M,,,,,,,
79),2017/01/01,19:30:00,,,,,1.173M,,,,,,,
80),2017/01/01,19:45:00,,,,,1.109M,,,,,,,
81),2017/01/01,20:00:00,,,,,1.110M,,,,,,,
82),2017/01/01,20:15:00,,,,,1.193M,,,,,,,
83),2017/01/01,20:30:00,,,,,1.343M,,,,,,,
84),2017/01/01,20:45:00,,,,,1.544M,,,,,,,
85),2017/01/01,21:00:00,,,,,1.823M,,,,,,,
86),2017/01/01,21:15:00,,,,,2.168M,,,,,,,
87),2017/01/01,21:30:00,,,,,2.546M,,,,,,,
88),2017/01/01,21:45:00,,,,,2.938M,,,,,,,
89),2017/01/01,22:00:00,,,,,3.385M,,,,,,,
90),2017/01/01,22:15:00,,,,,3.865M,,,,,,,
91),2017/01/01,22:30:00,,,,,4.385M,,,,,,,
92),2017/01/01,22:45:00,,,,,4.906M,,,,,,,
93),2017/01/01,23:00:00,,,,,5.433M,,,,,,,
94),2017/01/01,23:15:00,,,,,5.950M,,,,,,,
95),2017/01/01,23:30:00,,,,,6.463M,,,,,,,
96),2017/01/01,23:45:00,,,,,6.932M,,,,,,,
97),2017/01/02,00:00:00,,,,,7.362M,,,,,,,
98),2017/01/02,00:15:00,,,,,7.694M,,,,,,,
99),2017/01/02,00:30:00,,,,,7.998M,,,,,,,
100),2017/01/02,00:45:00,,,,,8.213M,,,,,,,-0.571M
101),2017/01/02,01:00:00,,,,,8.348M,,,,,,,-0.589M
102),2017/01/02,01:15:00,,,,,8.422M,,,,,,,-0.592M
103),2017/01/02,01:30:00,,,,,8.433M,,,,,,,-0.580M
104),2017/01/02,01:45:00,,,,,8.371M,,,,,,,-0.565M
105),2017/01/02,02:00:00,,,,,8.254M,,,,,,,-0.532M
106),2017/01/02,02:15:00,,,,,8.065M,,,,,,,-0.508M
107),2017/01/02,02:30:00,,,,,7.804M,,,,,,,-0.499M
108),2017/01/02,02:45:00,,,,,7.481M,,,,,,,-0.506M
109),2017/01/02,03:00:00,,,,,7.126M,,,,,,,-0.508M
110),2017/01/02,03:15:00,,,,,6.738M,,,,,,,-0.515M
111),2017/01/02,03:30:00,,,,,6.335M,,,,,,,-0.517M
112),2017/01/02,03:45:00,,,,,5.925M,,,,,,,-0.514M
113),2017/01/02,04:00:00,,,,,5.509M,,,,,,,-0.509M
114),2017/01/02,04:15:00,,,,,5.094M,,,,,,,-0.502M
115),2017/01/02,04:30:00,,,,,4.677M,,,,,,,-0.499M
116),2017/01/02,04:45:00,,,,,4.276M,,,,,,,-0.486M
117),2017/01/02,05:00:00,,,,,3.885M,,,,,,,-0.472M
118),2017/01/02,05:15:00,,,,,3.504M,,,,,,,-0.461M
119),2017/01/02,05:30:00,,,,,3.147M,,,,,,,-0.445M
120),2017/01/02,05:45:00,,,,,2.802M,,,,,,,-0.444M
121),2017/01/02,06:00:00,,,,,2.482M,,,,,,,-0.452M
122),2017/01/02,06:15:00,,,,,2.235M,,,,,,,-0.426M
123),2017/01/02,06:30:00,,,,,2.051M,,,,,,,-0.380M
124),2017/01/02,06:45:00,,,,,1.891M,,,,,,,-0.352M
125),2017/01/02,07:00:00,,,,,1.754M,,,,,,,-0.342M
126),2017/01/02,07:15:00,,,,,1.658M,,,,,,,-0.327M
127),2017/01/02,07:30:00,,,,,1.610M,,,,,,,-0.299M
128),2017/01/02,07:45:00,,,,,1.580M,,,,,,,-0.286M
129),2017/01/02,08:00:00,,,,,1.583M,,,,,,,-0.277M
130),2017/01/02,08:15:00,,,,,1.640M,,,,,,,-0.257M
131),2017/01/02,08:30:00,,,,,1.735M,,,,,,,-0.250M
132),2017/01/02,08:45:00,,,,,1.870M,,,,,,,-0.259M
133),2017/01/02,09:00:00,,,,,2.081M,,,,,,,-0.255M
134),2017/01/02,09:15:00,,,,,2.371M,,,,,,,-0.236M
135),2017/01/02,09:30:00,,,,,2.720M,,,,,,,-0.221M
136),2017/01/02,09:45:00,,,,,3.116M,,,,,,,-0.215M
137),2017/01/02,10:00:00,,,,,3.565M,,,,,,,-0.206M
138),2017/01/02,10:15:00,,,,,4.042M,,,,,,,-0.207M
139),2017/01/02,10:30:00,,,,,4.559M,,,,,,,-0.196M
140),2017/01/02,10:45:00,,,,,5.090M,,,,,,,-0.187M
141),2017/01/02,11:00:00,,,,,5.601M,,,,,,,-0.201M
142),2017/01/02,11:15:00,,,,,6.129M,,,,,,,-0.191M
143),2017/01/02,11:30:00,,,,,6.638M,,,,,,,-0.181M
144),2017/01/02,11:45:00,,,,,7.133M,,,,,,,-0.160M
145),2017/01/02,12:00:00,,,,,7.577M,,,,,,,-0.155M
146),2017/01/02,12:15:00,,,,,7.960M,,,,,,,-0.170M
147),2017/01/02,12:30:00,,,,,8.316M,,,,,,,-0.166M
148),2017/01/02,12:45:00,,,,,8.589M,,,,,,,-0.190M
149),2017/01/02,13:00:00,,,,,8.805M,,,,,,,-0.211M
150),2017/01/02,13:15:00,,,,,8.962M,,,,,,,-0.222M
151),2017/01/02,13:30:00,,,,,9.042M,,,,,,,-0.236M
152),2017/01/02,13:45:00,,,,,9.039M,,,,,,,-0.256M
153),2017/01/02,14:00:00,,,,,8.977M,,,,,,,-0.258M
154),2017/01/02,14:15:00,,,,,8.848M,,,,,,,-0.252M
155),2017/01/02,14:30:00,,,,,8.643M,,,,,,,-0.254M
156),2017/01/02,14:45:00,,,,,8.376M,,,,,,,-0.258M
157),2017/01/02,15:00:00,,,,,8.066M,,,,,,,-0.255M
158),2017/01/02,15:15:00,,,,,7.715M,,,,,,,-0.250M
159),2017/01/02,15:30:00,,,,,7.329M,,,,,,,-0.248M
160),2017/01/02,15:45:00,,,,,6.922M,,,,,,,-0.243M
161),2017/01/02,16:00:00,,,,,6.501M,,,,,,,-0.237M
162),2017/01/02,16:15:00,,,,,6.067M,,,,,,,-0.234M
163),2017/01/02,16:30:00,,,,,5.636M,,,,,,,-0.224M
164),2017/01/02,16:45:00,,,,,5.197M,,,,,,,-0.224M
165),2017/01/02,17:00:00,,,,,4.765M,,,,,,,-0.222M
166),2017/01/02,17:15:00,,,,,4.335M,,,,,,,-0.226M
167),2017/01/02,17:30:00,,,,,3.917M,,,,,,,-0.231M
168),2017/01/02,17:45:00,,,,,3.521M,,,,,,,-0.232M
169),2017/01/02,18:00:00,,,,,3.146M,,,,,,,-0.238M
170),2017/01/02,18:15:00,,,,,2.799M,,,,,,,-0.248M
171),2017/01/02,18:30:00,,,,,2.479M,,,,,,,-0.270M
172),2017/01/02,18:45:00,,,,,2.226M,,,,,,,-0.267M
173),2017/01/02,19:00:00,,,,,2.049M,,,,,,,-0.231M
174),2017/01/02,19:15:00,,,,,1.900M,,,,,,,-0.208M
175),2017/01/02,19:30:00,,,,,1.765M,,,,,,,-0.207M
176),2017/01/02,19:45:00,,,,,1.652M,,,,,,,-0.219M
177),2017/01/02,20:00:00,,,,,1.584M,,,,,,,-0.216M
178),2017/01/02,20:15:00,,,,,1.564M,,,,,,,-0.199M
179),2017/01/02,20:30:00,,,,,1.574M,,,,,,,-0.191M
180),2017/01/02,20:45:00,,,,,1.621M,,,,,,,-0.190M
181),2017/01/02,21:00:00,,,,,1.718M,,,,,,,-0.193M
182),2017/01/02,21:15:00,,,,,1.868M,,,,,,,-0.201M
183),2017/01/02,21:30:00,,,,,2.096M,,,,,,,-0.195M
184),2017/01/02,21:45:00,,,,,2.407M,,,,,,,-0.168M
185),2017/01/02,22:00:00,,,,,2.767M,,,,,,,-0.152M
186),2017/01/02,22:15:00,,,,,3.156M,,,,,,,-0.160M
187),2017/01/02,22:30:00,,,,,3.604M,,,,,,,-0.153M
188),2017/01/02,22:45:00,,,,,4.081M,,,,,,,-0.152M
189),2017/01/02,23:00:00,,,,,4.586M,,,,,,,-0.146M
190),2017/01/02,23:15:00,,,,,5.099M,,,,,,,-0.143M
191),2017/01/02,23:30:00,,,,,5.594M,,,,,,,-0.157M
192),2017/01/02,23:45:00,,,,,6.118M,,,,,,,-0.129M
193),2017/01/03,00:00:00,,,,,6.604M,,,,,,,-0.118M
194),2017/01/03,00:15:00,,,,,7.073M,,,,,,,-0.095M
195),2017/01/03,00:30:00,,,,,7.485M,,,,,,,-0.092M
196),2017/01/03,00:45:00,,,,,7.839M,,,,,,,-0.103M
197),2017/01/03,01:00:00,,,,,8.152M,,,,,,,-0.105M
198),2017/01/03,01:15:00,,,,,8.384M,,,,,,,-0.130M
199),2017/01/03,01:30:00,,,,,8.559M,,,,,,,-0.148M
200),2017/01/03,01:45:00,,,,,8.664M,,,,,,,-0.165M
201),2017/01/03,02:00:00,,,,,8.712M,,,,,,,-0.164M
202),2017/01/03,02:15:00,,,,,8.667M,,,,,,,-0.180M
203),2017/01/03,02:30:00,,,,,8.561M,,,,,,,-0.184M
204),2017/01/03,02:45:00,,,,,8.401M,,,,,,,-0.174M
205),2017/01/03,03:00:00,,,,,8.170M,,,,,,,-0.176M
206),2017/01/03,03:15:00,,,,,7.887M,,,,,,,-0.179M
207),2017/01/03,03:30:00,,,,,7.575M,,,,,,,-0.171M
208),2017/01/03,03:45:00,,,,,7.226M,,,,,,,-0.168M
209),2017/01/03,04:00:00,,,,,6.853M,,,,,,,-0.166M
210),2017/01/03,04:15:00,,,,,6.472M,,,,,,,-0.158M
211),2017/01/03,04:30:00,,,,,6.078M,,,,,,,-0.154M
212),2017/01/03,04:45:00,,,,,5.674M,,,,,,,-0.157M
213),2017/01/03,05:00:00,,,,,5.278M,,,,,,,-0.154M
214),2017/01/03,05:15:00,,,,,4.895M,,,,,,,-0.141M
215),2017/01/03,05:30:00,,,,,4.523M,,,,,,,-0.124M
216),2017/01/03,05:45:00,,,,,4.144M,,,,,,,-0.124M
217),2017/01/03,06:00:00,,,,,3.783M,,,,,,,-0.120M
218),2017/01/03,06:15:00,,,,,3.445M,,,,,,,-0.112M
219),2017/01/03,06:30:00,,,,,3.130M,,,,,,,-0.109M
220),2017/01/03,06:45:00,,,,,2.836M,,,,,,,-0.118M
221),2017/01/03,07:00:00,,,,,2.571M,,,,,,,-0.137M
222),2017/01/03,07:15:00,,,,,2.364M,,,,,,,-0.139M
223),2017/01/03,07:30:00,,,,,2.213M,,,,,,,-0.126M
224),2017/01/03,07:45:00,,,,,2.103M,,,,,,,-0.109M
225),2017/01/03,08:00:00,,,,,2.012M,,,,,,,-0.108M
226),2017/01/03,08:15:00,,,,,1.968M,,,,,,,-0.093M
227),2017/01/03,08:30:00,,,,,1.952M,,,,,,,-0.082M
228),2017/01/03,08:45:00,,,,,1.972M,,,,,,,-0.072M
229),2017/01/03,09:00:00,,,,,2.020M,,,,,,,-0.076M
230),2017/01/03,09:15:00,,,,,2.119M,,,,,,,-0.078M
231),2017/01/03,09:30:00,,,,,2.270M,,,,,,,-0.083M
232),2017/01/03,09:45:00,,,,,2.486M,,,,,,,-0.082M
233),2017/01/03,10:00:00,,,,,2.762M,,,,,,,-0.080M
234),2017/01/03,10:15:00,,,,,3.095M,,,,,,,-0.079M
235),2017/01/03,10:30:00,,,,,3.489M,,,,,,,-0.068M
236),2017/01/03,10:45:00,,,,,3.928M,,,,,,,-0.056M
237),2017/01/03,11:00:00,,,,,4.387M,,,,,,,-0.058M
238),2017/01/03,11:15:00,,,,,4.888M,,,,,,,-0.042M
239),2017/01/03,11:30:00,,,,,5.383M,,,,,,,-0.044M
240),2017/01/03,11:45:00,,,,,5.894M,,,,,,,-0.031M
241),2017/01/03,12:00:00,,,,,6.402M,,,,,,,-0.010M
242),2017/01/03,12:15:00,,,,,6.879M,,,,,,,-0.001M
243),2017/01/03,12:30:00,,,,,7.344M,,,,,,,
244),2017/01/03,12:45:00,,,,,7.737M,,,,,,,
245),2017/01/03,13:00:00,,,,,8.113M,,,,,,,
246),2017/01/03,13:15:00,,,,,8.425M,,,,,,,
247),2017/01/03,13:30:00,,,,,8.672M,,,,,,,-0.016M
248),2017/01/03,13:45:00,,,,,8.869M,,,,,,,-0.029M
249),2017/01/03,14:00:00,,,,,9.009M,,,,,,,-0.033M
250),2017/01/03,14:15:00,,,,,9.067M,,,,,,,-0.048M
251),2017/01/03,14:30:00,,,,,9.046M,,,,,,,-0.067M
252),2017/01/03,14:45:00,,,,,8.970M,,,,,,,-0.067M
253),2017/01/03,15:00:00,,,,,8.822M,,,,,,,-0.069M
254),2017/01/03,15:15:00,,,,,8.601M,,,,,,,-0.080M
255),2017/01/03,15:30:00,,,,,8.328M,,,,,,,-0.086M
256),2017/01/03,15:45:00,,,,,8.020M,,,,,,,-0.082M
257),2017/01/03,16:00:00,,,,,7.662M,,,,,,,-0.089M
258),2017/01/03,16:15:00,,,,,7.272M,,,,,,,-0.100M
259),2017/01/03,16:30:00,,,,,6.875M,,,,,,,-0.097M
260),2017/01/03,16:45:00,,,,,6.464M,,,,,,,-0.096M
261),2017/01/03,17:00:00,,,,,6.047M,,,,,,,-0.094M
262),2017/01/03,17:15:00,,,,,5.638M,,,,,,,-0.083M
263),2017/01/03,17:30:00,,,,,5.218M,,,,,,,-0.086M
264),2017/01/03,17:45:00,,,,,4.811M,,,,,,,-0.081M
265),2017/01/03,18:00:00,,,,,4.419M,,,,,,,-0.071M
266),2017/01/03,18:15:00,,,,,4.040M,,,,,,,-0.060M
267),2017/01/03,18:30:00,,,,,3.693M,,,,,,,-0.035M
268),2017/01/03,18:45:00,,,,,3.367M,,,,,,,-0.014M
269),2017/01/03,19:00:00,,,,,3.057M,,,,,,,-0.008M
270),2017/01/03,19:15:00,,,,,2.773M,,,,,,,-0.014M
271),2017/01/03,19:30:00,,,,,2.534M,,,,,,,-0.016M
272),2017/01/03,19:45:00,,,,,2.333M,,,,,,,-0.021M
273),2017/01/03,20:00:00,,,,,2.175M,,,,,,,-0.021M
274),2017/01/03,20:15:00,,,,,2.047M,,,,,,,-0.027M
275),2017/01/03,20:30:00,,,,,1.947M,,,,,,,-0.037M
276),2017/01/03,20:45:00,,,,,1.898M,,,,,,,-0.028M
277),2017/01/03,21:00:00,,,,,1.848M,,,,,,,-0.052M
278),2017/01/03,21:15:00,,,,,1.848M,,,,,,,-0.065M
279),2017/01/03,21:30:00,,,,,1.906M,,,,,,,-0.064M
280),2017/01/03,21:45:00,,,,,2.007M,,,,,,,-0.071M
281),2017/01/03,22:00:00,,,,,2.152M,,,,,,,-0.089M
282),2017/01/03,22:15:00,,,,,2.378M,,,,,,,-0.084M
283),2017/01/03,22:30:00,,,,,2.683M,,,,,,,-0.058M
284),2017/01/03,22:45:00,,,,,3.008M,,,,,,,-0.066M
285),2017/01/03,23:00:00,,,,,3.382M,,,,,,,-0.073M
286),2017/01/03,23:15:00,,,,,3.824M,,,,,,,-0.053M
287),2017/01/03,23:30:00,,,,,4.273M,,,,,,,-0.056M
288),2017/01/03,23:45:00,,,,,4.753M,,,,,,,-0.049M
289),2017/01/04,00:00:00,,,,,5.228M,,,,,,,-0.055M
290),2017/01/04,00:15:00,,,,,5.700M,,,,,,,-0.063M
291),2017/01/04,00:30:00,,,,,6.193M,,,,,,,-0.036M
292),2017/01/04,00:45:00,,,,,6.641M,,,,,,,-0.033M
293),2017/01/04,01:00:00,,,,,7.081M,,,,,,,-0.010M
294),2017/01/04,01:15:00,,,,,7.450M,,,,,,,-0.022M
295),2017/01/04,01:30:00,,,,,7.785M,,,,,,,-0.027M
296),2017/01/04,01:45:00,,,,,8.065M,,,,,,,-0.039M
297),2017/01/04,02:00:00,,,,,8.273M,,,,,,,-0.068M
298),2017/01/04,02:15:00,,,,,8.426M,,,,,,,-0.090M
299),2017/01/04,02:30:00,,,,,8.510M,,,,,,,-0.114M
300),2017/01/04,02:45:00,,,,,8.523M,,,,,,,-0.138M
301),2017/01/04,03:00:00,,,,,8.474M,,,,,,,-0.153M
302),2017/01/04,03:15:00,,,,,8.371M,,,,,,,-0.153M
303),2017/01/04,03:30:00,,,,,8.205M,,,,,,,-0.153M
304),2017/01/04,03:45:00,,,,,7.982M,,,,,,,-0.155M
305),2017/01/04,04:00:00,,,,,7.707M,,,,,,,-0.162M
306),2017/01/04,04:15:00,,,,,7.400M,,,,,,,-0.163M
307),2017/01/04,04:30:00,,,,,7.069M,,,,,,,-0.160M
308),2017/01/04,04:45:00,,,,,6.705M,,,,,,,-0.170M
309),2017/01/04,05:00:00,,,,,6.335M,,,,,,,-0.173M
310),2017/01/04,05:15:00,,,,,5.967M,,,,,,,-0.168M
311),2017/01/04,05:30:00,,,,,5.582M,,,,,,,-0.180M
312),2017/01/04,05:45:00,,,,,5.219M,,,,,,,-0.171M
313),2017/01/04,06:00:00,,,,,4.852M,,,,,,,-0.172M
314),2017/01/04,06:15:00,,,,,4.503M,,,,,,,-0.161M
315),2017/01/04,06:30:00,,,,,4.160M,,,,,,,-0.154M
316),2017/01/04,06:45:00,,,,,3.828M,,,,,,,-0.148M
317),2017/01/04,07:00:00,,,,,3.511M,,,,,,,-0.146M
318),2017/01/04,07:15:00,,,,,3.206M,,,,,,,-0.156M
319),2017/01/04,07:30:00,,,,,2.937M,,,,,,,-0.162M
320),2017/01/04,07:45:00,,,,,2.678M,,,,,,,-0.193M
321),2017/01/04,08:00:00,,,,,2.461M,,,,,,,-0.221M
322),2017/01/04,08:15:00,,,,,2.307M,,,,,,,-0.223M
323),2017/01/04,08:30:00,,,,,2.208M,,,,,,,-0.204M
324),2017/01/04,08:45:00,,,,,2.159M,,,,,,,-0.169M
325),2017/01/04,09:00:00,,,,,2.100M,,,,,,,-0.174M
326),2017/01/04,09:15:00,,,,,2.084M,,,,,,,-0.168M
327),2017/01/04,09:30:00,,,,,2.111M,,,,,,,-0.154M
328),2017/01/04,09:45:00,,,,,2.136M,,,,,,,-0.182M
329),2017/01/04,10:00:00,,,,,2.221M,,,,,,,-0.196M
330),2017/01/04,10:15:00,,,,,2.365M,,,,,,,-0.201M
331),2017/01/04,10:30:00,,,,,2.547M,,,,,,,-0.221M
332),2017/01/04,10:45:00,,,,,2.799M,,,,,,,-0.225M
333),2017/01/04,11:00:00,,,,,3.115M,,,,,,,-0.215M
334),2017/01/04,11:15:00,,,,,3.472M,,,,,,,-0.212M
335),2017/01/04,11:30:00,,,,,3.877M,,,,,,,-0.200M
336),2017/01/04,11:45:00,,,,,4.305M,,,,,,,-0.198M
337),2017/01/04,12:00:00,,,,,4.752M,,,,,,,-0.199M
338),2017/01/04,12:15:00,,,,,5.210M,,,,,,,-0.201M
339),2017/01/04,12:30:00,,,,,5.670M,,,,,,,-0.204M
340),2017/01/04,12:45:00,,,,,6.137M,,,,,,,-0.191M
341),2017/01/04,13:00:00,,,,,6.571M,,,,,,,-0.194M
342),2017/01/04,13:15:00,,,,,7.017M,,,,,,,-0.161M
343),2017/01/04,13:30:00,,,,,7.409M,,,,,,,-0.153M
344),2017/01/04,13:45:00,,,,,7.750M,,,,,,,-0.159M
345),2017/01/04,14:00:00,,,,,8.060M,,,,,,,-0.154M
346),2017/01/04,14:15:00,,,,,8.291M,,,,,,,-0.180M
347),2017/01/04,14:30:00,,,,,8.475M,,,,,,,-0.198M
348),2017/01/04,14:45:00,,,,,8.597M,,,,,,,-0.215M
349),2017/01/04,15:00:00,,,,,8.664M,,,,,,,-0.222M
350),2017/01/04,15:15:00,,,,,8.649M,,,,,,,-0.240M
351),2017/01/04,15:30:00,,,,,8.577M,,,,,,,-0.247M
352),2017/01/04,15:45:00,,,,,8.450M,,,,,,,-0.242M
353),2017/01/04,16:00:00,,,,,8.266M,,,,,,,-0.233M
354),2017/01/04,16:15:00,,,,,8.012M,,,,,,,-0.241M
355),2017/01/04,16:30:00,,,,,7.728M,,,,,,,-0.234M
356),2017/01/04,16:45:00,,,,,7.403M,,,,,,,-0.230M
357),2017/01/04,17:00:00,,,,,7.050M,,,,,,,-0.226M
358),2017/01/04,17:15:00,,,,,6.679M,,,,,,,-0.221M
359),2017/01/04,17:30:00,,,,,6.292M,,,,,,,-0.219M
360),2017/01/04,17:45:00,,,,,5.908M,,,,,,,-0.208M
361),2017/01/04,18:00:00,,,,,5.514M,,,,,,,-0.206M
362),2017/01/04,18:15:00,,,,,5.128M,,,,,,,-0.199M
363),2017/01/04,18:30:00,,,,,4.743M,,,,,,,-0.197M
364),2017/01/04,18:45:00,,,,,4.370M,,,,,,,-0.191M
365),2017/01/04,19:00:00,,,,,4.015M,,,,,,,-0.178M
366),2017/01/04,19:15:00,,,,,3.667M,,,,,,,-0.174M
367),2017/01/04,19:30:00,,,,,3.351M,,,,,,,-0.161M
368),2017/01/04,19:45:00,,,,,3.058M,,,,,,,-0.153M
369),2017/01/04,20:00:00,,,,,2.770M,,,,,,,-0.175M
370),2017/01/04,20:15:00,,,,,2.512M,,,,,,,-0.203M
371),2017/01/04,20:30:00,,,,,2.320M,,,,,,,-0.204M
372),2017/01/04,20:45:00,,,,,2.173M,,,,,,,-0.196M
373),2017/01/04,21:00:00,,,,,2.063M,,,,,,,-0.184M
374),2017/01/04,21:15:00,,,,,1.977M,,,,,,,-0.180M
375),2017/01/04,21:30:00,,,,,1.903M,,,,,,,-0.195M
376),2017/01/04,21:45:00,,,,,1.870M,,,,,,,-0.202M
377),2017/01/04,22:00:00,,,,,1.870M,,,,,,,-0.213M
378),2017/01/04,22:15:00,,,,,1.901M,,,,,,,-0.234M
379),2017/01/04,22:30:00,,,,,1.969M,,,,,,,-0.265M
380),2017/01/04,22:45:00,,,,,2.094M,,,,,,,-0.288M
381),2017/01/04,23:00:00,,,,,2.296M,,,,,,,-0.286M
382),2017/01/04,23:15:00,,,,,2.539M,,,,,,,-0.293M
383),2017/01/04,23:30:00,,,,,2.853M,,,,,,,-0.279M
384),2017/01/04,23:45:00,,,,,3.203M,,,,,,,-0.273M
385),2017/01/05,00:00:00,,,,,3.593M,,,,,,,-0.264M
386),2017/01/05,00:15:00,,,,,4.009M,,,,,,,-0.260M
387),2017/01/05,00:30:00,,,,,4.456M,,,,,,,-0.246M
388),2017/01/05,00:45:00,,,,,4.909M,,,,,,,-0.236M
389),2017/01/05,01:00:00,,,,,5.351M,,,,,,,-0.239M
390),2017/01/05,01:15:00,,,,,5.795M,,,,,,,-0.230M
391),2017/01/05,01:30:00,,,,,6.236M,,,,,,,-0.208M
392),2017/01/05,01:45:00,,,,,6.636M,,,,,,,-0.202M
393),2017/01/05,02:00:00,,,,,7.029M,,,,,,,-0.173M
394),2017/01/05,02:15:00,,,,,7.351M,,,,,,,-0.178M
395),2017/01/05,02:30:00,,,,,7.634M,,,,,,,-0.180M
