Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
45),01/01/2024,11:00:00,,,,,4.737M,,,,,,,
46),01/01/2024,11:15:00,,,,,5.142M,,,,,,,
47),01/01/2024,11:30:00,,,,,5.541M,,,,,,,
48),01/01/2024,11:45:00,,,,,5.942M,,,,,,,
49),01/01/2024,12:00:00,,,,,6.332M,,,,,,,
50),01/01/2024,12:15:00,,,,,6.719M,,,,,,,
51),01/01/2024,12:30:00,,,,,7.106M,,,,,,,
52),01/01/2024,12:45:00,,,,,7.451M,,,,,,,
53),01/01/2024,13:00:00,,,,,7.751M,,,,,,,
54),01/01/2024,13:15:00,,,,,8.023M,,,,,,,
55),01/01/2024,13:30:00,,,,,8.234M,,,,,,,
56),01/01/2024,13:45:00,,,,,8.387M,,,,,,,
57),01/01/2024,14:00:00,,,,,8.485M,,,,,,,
58),01/01/2024,14:15:00,,,,,8.537M,,,,,,,
59),01/01/2024,14:30:00,,,,,8.524M,,,,,,,
60),01/01/2024,14:45:00,,,,,8.460M,,,,,,,
61),01/01/2024,15:00:00,,,,,8.362M,,,,,,,
62),01/01/2024,15:15:00,,,,,8.207M,,,,,,,
63),01/01/2024,15:30:00,,,,,8.000M,,,,,,,
64),01/01/2024,15:45:00,,,,,7.756M,,,,,,,
65),01/01/2024,16:00:00,,,,,7.480M,,,,,,,
66),01/01/2024,16:15:00,,,,,7.180M,,,,,,,
67),01/01/2024,16:30:00,,,,,6.857M,,,,,,,
68),01/01/2024,16:45:00,,,,,6.529M,,,,,,,
69),01/01/2024,17:00:00,,,,,6.197M,,,,,,,
70),01/01/2024,17:15:00,,,,,5.863M,,,,,,,
71),01/01/2024,17:30:00,,,,,5.525M,,,,,,,
72),01/01/2024,17:45:00,,,,,5.189M,,,,,,,
73),01/01/2024,18:00:00,,,,,4.861M,,,,,,,
74),01/01/2024,18:15:00,,,,,4.532M,,,,,,,
75),01/01/2024,18:30:00,,,,,4.213M,,,,,,,
76),01/01/2024,18:45:00,,,,,3.902M,,,,,,,
77),01/01/2024,19:00:00,,,,,3.613M,,,,,,,
78),01/01/2024,19:15:00,,,,,3.363M,,,,,,,
79),01/01/2024,19:30:00,,,,,3.150M,,,,,,,
80),01/01/2024,19:45:00,,,,,2.963M,,,,,,,
81),01/01/2024,20:00:00,,,,,2.796M,,,,,,,
82),01/01/2024,20:15:00,,,,,2.651M,,,,,,,
83),01/01/2024,20:30:00,,,,,2.550M,,,,,,,
84),01/01/2024,20:45:00,,,,,2.495M,,,,,,,
85),01/01/2024,21:00:00,,,,,2.477M,,,,,,,
86),01/01/2024,21:15:00,,,,,2.474M,,,,,,,
87),01/01/2024,21:30:00,,,,,2.526M,,,,,,,
88),01/01/2024,21:45:00,,,,,2.644M,,,,,,,
89),01/01/2024,22:00:00,,,,,2.829M,,,,,,,
90),01/01/2024,22:15:00,,,,,3.052M,,,,,,,
91),01/01/2024,22:30:00,,,,,3.353M,,,,,,,
92),01/01/2024,22:45:00,,,,,3.717M,,,,,,,
93),01/01/2024,23:00:00,,,,,4.116M,,,,,,,
94),01/01/2024,23:15:00,,,,,4.547M,,,,,,,
95),01/01/2024,23:30:00,,,,,4.986M,,,,,,,
96),01/01/2024,23:45:00,,,,,5.418M,,,,,,,
97),02/01/2024,00:00:00,,,,,5.827M,,,,,,,
98),02/01/2024,00:15:00,,,,,6.234M,,,,,,,
99),02/01/2024,00:30:00,,,,,6.622M,,,,,,,
100),02/01/2024,00:45:00,,,,,7.013M,,,,,,,
101),02/01/2024,01:00:00,,,,,7.373M,,,,,,,
102),02/01/2024,01:15:00,,,,,7.692M,,,,,,,
103),02/01/2024,01:30:00,,,,,7.978M,,,,,,,
104),02/01/2024,01:45:00,,,,,8.205M,,,,,,,
105),02/01/2024,02:00:00,,,,,8.381M,,,,,,,
106),02/01/2024,02:15:00,,,,,8.505M,,,,,,,
107),02/01/2024,02:30:00,,,,,8.570M,,,,,,,
108),02/01/2024,02:45:00,,,,,8.592M,,,,,,,
109),02/01/2024,03:00:00,,,,,8.569M,,,,,,,
110),02/01/2024,03:15:00,,,,,8.481M,,,,,,,
111),02/01/2024,03:30:00,,,,,8.353M,,,,,,,
112),02/01/2024,03:45:00,,,,,8.190M,,,,,,,
113),02/01/2024,04:00:00,,,,,7.964M,,,,,,,
114),02/01/2024,04:15:00,,,,,7.700M,,,,,,,
115),02/01/2024,04:30:00,,,,,7.421M,,,,,,,
116),02/01/2024,04:45:00,,,,,7.115M,,,,,,,
117),02/01/2024,05:00:00,,,,,6.781M,,,,,,,
118),02/01/2024,05:15:00,,,,,6.450M,,,,,,,
119),02/01/2024,05:30:00,,,,,6.120M,,,,,,,
120),02/01/2024,05:45:00,,,,,5.791M,,,,,,,
121),02/01/2024,06:00:00,,,,,5.459M,,,,,,,
122),02/01/2024,06:15:00,,,,,5.142M,,,,,,,
123),02/01/2024,06:30:00,,,,,4.827M,,,,,,,
124),02/01/2024,06:45:00,,,,,4.525M,,,,,,,
125),02/01/2024,07:00:00,,,,,4.251M,,,,,,,
126),02/01/2024,07:15:00,,,,,3.992M,,,,,,,
127),02/01/2024,07:30:00,,,,,3.763M,,,,,,,
128),02/01/2024,07:45:00,,,,,3.566M,,,,,,,
129),02/01/2024,08:00:00,,,,,3.401M,,,,,,,
130),02/01/2024,08:15:00,,,,,3.269M,,,,,,,
131),02/01/2024,08:30:00,,,,,3.169M,,,,,,,
132),02/01/2024,08:45:00,,,,,3.117M,,,,,,,
133),02/01/2024,09:00:00,,,,,3.103M,,,,,,,
134),02/01/2024,09:15:00,,,,,3.117M,,,,,,,
135),02/01/2024,09:30:00,,,,,3.167M,,,,,,,
136),02/01/2024,09:45:00,,,,,3.253M,,,,,,,
137),02/01/2024,10:00:00,,,,,3.373M,,,,,,,
138),02/01/2024,10:15:00,,,,,3.523M,,,,,,,
139),02/01/2024,10:30:00,,,,,3.718M,,,,,,,
140),02/01/2024,10:45:00,,,,,3.966M,,,,,,,
141),02/01/2024,11:00:00,,,,,4.263M,,,,,,,
142),02/01/2024,11:15:00,,,,,4.596M,,,,,,,
143),02/01/2024,11:30:00,,,,,4.962M,,,,,,,
144),02/01/2024,11:45:00,,,,,5.348M,,,,,,,
145),02/01/2024,12:00:00,,,,,5.738M,,,,,,,
146),02/01/2024,12:15:00,,,,,6.111M,,,,,,,
147),02/01/2024,12:30:00,,,,,6.523M,,,,,,,
148),02/01/2024,12:45:00,,,,,6.927M,,,,,,,
149),02/01/2024,13:00:00,,,,,7.319M,,,,,,,
150),02/01/2024,13:15:00,,,,,7.671M,,,,,,,
151),02/01/2024,13:30:00,,,,,8.001M,,,,,,,
152),02/01/2024,13:45:00,,,,,8.305M,,,,,,,
153),02/01/2024,14:00:00,,,,,8.555M,,,,,,,
154),02/01/2024,14:15:00,,,,,8.753M,,,,,,,
155),02/01/2024,14:30:00,,,,,8.905M,,,,,,,
156),02/01/2024,14:45:00,,,,,8.996M,,,,,,,
157),02/01/2024,15:00:00,,,,,9.023M,,,,,,,
158),02/01/2024,15:15:00,,,,,8.997M,,,,,,,
159),02/01/2024,15:30:00,,,,,8.916M,,,,,,,
160),02/01/2024,15:45:00,,,,,8.779M,,,,,,,
161),02/01/2024,16:00:00,,,,,8.593M,,,,,,,
162),02/01/2024,16:15:00,,,,,8.364M,,,,,,,
163),02/01/2024,16:30:00,,,,,8.100M,,,,,,,
164),02/01/2024,16:45:00,,,,,7.808M,,,,,,,
165),02/01/2024,17:00:00,,,,,7.496M,,,,,,,
166),02/01/2024,17:15:00,,,,,7.168M,,,,,,,
167),02/01/2024,17:30:00,,,,,6.836M,,,,,,,
168),02/01/2024,17:45:00,,,,,6.505M,,,,,,,
169),02/01/2024,18:00:00,,,,,6.175M,,,,,,,
170),02/01/2024,18:15:00,,,,,5.848M,,,,,,,
171),02/01/2024,18:30:00,,,,,5.525M,,,,,,,
172),02/01/2024,18:45:00,,,,,5.207M,,,,,,,
173),02/01/2024,19:00:00,,,,,4.906M,,,,,,,
174),02/01/2024,19:15:00,,,,,4.613M,,,,,,,
175),02/01/2024,19:30:00,,,,,4.312M,,,,,,,
176),02/01/2024,19:45:00,,,,,4.040M,,,,,,,
177),02/01/2024,20:00:00,,,,,3.793M,,,,,,,
178),02/01/2024,20:15:00,,,,,3.561M,,,,,,,
179),02/01/2024,20:30:00,,,,,3.393M,,,,,,,
180),02/01/2024,20:45:00,,,,,3.232M,,,,,,,
181),02/01/2024,21:00:00,,,,,3.114M,,,,,,,
182),02/01/2024,21:15:00,,,,,3.050M,,,,,,,
183),02/01/2024,21:30:00,,,,,3.003M,,,,,,,
184),02/01/2024,21:45:00,,,,,2.968M,,,,,,,
185),02/01/2024,22:00:00,,,,,2.958M,,,,,,,
186),02/01/2024,22:15:00,,,,,2.976M,,,,,,,
187),02/01/2024,22:30:00,,,,,3.034M,,,,,,,
188),02/01/2024,22:45:00,,,,,3.137M,,,,,,,
189),02/01/2024,23:00:00,,,,,3.284M,,,,,,,
190),02/01/2024,23:15:00,,,,,3.489M,,,,,,,
191),02/01/2024,23:30:00,,,,,3.742M,,,,,,,
192),02/01/2024,23:45:00,,,,,4.049M,,,,,,,
193),03/01/2024,00:00:00,,,,,4.373M,,,,,,,
194),03/01/2024,00:15:00,,,,,4.750M,,,,,,,
195),03/01/2024,00:30:00,,,,,5.103M,,,,,,,
196),03/01/2024,00:45:00,,,,,5.468M,,,,,,,
197),03/01/2024,01:00:00,,,,,5.827M,,,,,,,
198),03/01/2024,01:15:00,,,,,6.169M,,,,,,,
199),03/01/2024,01:30:00,,,,,6.497M,,,,,,,
200),03/01/2024,01:45:00,,,,,6.826M,,,,,,,
201),03/01/2024,02:00:00,,,,,7.128M,,,,,,,
202),03/01/2024,02:15:00,,,,,7.383M,,,,,,,
203),03/01/2024,02:30:00,,,,,7.607M,,,,,,,
204),03/01/2024,02:45:00,,,,,7.796M,,,,,,,
205),03/01/2024,03:00:00,,,,,7.925M,,,,,,,
206),03/01/2024,03:15:00,,,,,8.006M,,,,,,,
207),03/01/2024,03:30:00,,,,,8.055M,,,,,,,
208),03/01/2024,03:45:00,,,,,8.053M,,,,,,,
209),03/01/2024,04:00:00,,,,,8.005M,,,,,,,
210),03/01/2024,04:15:00,,,,,7.911M,,,,,,,
211),03/01/2024,04:30:00,,,,,7.785M,,,,,,,
212),03/01/2024,04:45:00,,,,,7.620M,,,,,,,
213),03/01/2024,05:00:00,,,,,7.419M,,,,,,,
214),03/01/2024,05:15:00,,,,,7.185M,,,,,,,
215),03/01/2024,05:30:00,,,,,6.933M,,,,,,,
216),03/01/2024,05:45:00,,,,,6.668M,,,,,,,
217),03/01/2024,06:00:00,,,,,6.389M,,,,,,,
218),03/01/2024,06:15:00,,,,,6.115M,,,,,,,
219),03/01/2024,06:30:00,,,,,5.845M,,,,,,,
220),03/01/2024,06:45:00,,,,,5.575M,,,,,,,
221),03/01/2024,07:00:00,,,,,5.304M,,,,,,,
222),03/01/2024,07:15:00,,,,,5.038M,,,,,,,
223),03/01/2024,07:30:00,,,,,4.782M,,,,,,,
224),03/01/2024,07:45:00,,,,,4.534M,,,,,,,
225),03/01/2024,08:00:00,,,,,4.307M,,,,,,,
226),03/01/2024,08:15:00,,,,,4.114M,,,,,,,
227),03/01/2024,08:30:00,,,,,3.924M,,,,,,,
228),03/01/2024,08:45:00,,,,,3.769M,,,,,,,
229),03/01/2024,09:00:00,,,,,3.646M,,,,,,,
230),03/01/2024,09:15:00,,,,,3.555M,,,,,,,
231),03/01/2024,09:30:00,,,,,3.495M,,,,,,,
232),03/01/2024,09:45:00,,,,,3.449M,,,,,,,
233),03/01/2024,10:00:00,,,,,3.451M,,,,,,,
234),03/01/2024,10:15:00,,,,,3.490M,,,,,,,
235),03/01/2024,10:30:00,,,,,3.565M,,,,,,,
236),03/01/2024,10:45:00,,,,,3.665M,,,,,,,
237),03/01/2024,11:00:00,,,,,3.800M,,,,,,,
238),03/01/2024,11:15:00,,,,,3.968M,,,,,,,
239),03/01/2024,11:30:00,,,,,4.176M,,,,,,,
240),03/01/2024,11:45:00,,,,,4.413M,,,,,,,
241),03/01/2024,12:00:00,,,,,4.674M,,,,,,,
242),03/01/2024,12:15:00,,,,,4.982M,,,,,,,
243),03/01/2024,12:30:00,,,,,5.280M,,,,,,,
244),03/01/2024,12:45:00,,,,,5.598M,,,,,,,
245),03/01/2024,13:00:00,,,,,5.918M,,,,,,,
246),03/01/2024,13:15:00,,,,,6.233M,,,,,,,
247),03/01/2024,13:30:00,,,,,6.546M,,,,,,,
248),03/01/2024,13:45:00,,,,,6.853M,,,,,,,
249),03/01/2024,14:00:00,,,,,7.145M,,,,,,,
250),03/01/2024,14:15:00,,,,,7.402M,,,,,,,
251),03/01/2024,14:30:00,,,,,7.642M,,,,,,,
252),03/01/2024,14:45:00,,,,,7.844M,,,,,,,
253),03/01/2024,15:00:00,,,,,8.008M,,,,,,,
254),03/01/2024,15:15:00,,,,,8.126M,,,,,,,
255),03/01/2024,15:30:00,,,,,8.197M,,,,,,,
256),03/01/2024,15:45:00,,,,,8.222M,,,,,,,
257),03/01/2024,16:00:00,,,,,8.201M,,,,,,,
258),03/01/2024,16:15:00,,,,,8.128M,,,,,,,
259),03/01/2024,16:30:00,,,,,8.015M,,,,,,,
260),03/01/2024,16:45:00,,,,,7.860M,,,,,,,
261),03/01/2024,17:00:00,,,,,7.663M,,,,,,,
262),03/01/2024,17:15:00,,,,,7.429M,,,,,,,
263),03/01/2024,17:30:00,,,,,7.172M,,,,,,,
264),03/01/2024,17:45:00,,,,,6.893M,,,,,,,
265),03/01/2024,18:00:00,,,,,6.606M,,,,,,,
266),03/01/2024,18:15:00,,,,,6.317M,,,,,,,
267),03/01/2024,18:30:00,,,,,6.034M,,,,,,,
268),03/01/2024,18:45:00,,,,,5.740M,,,,,,,
269),03/01/2024,19:00:00,,,,,5.461M,,,,,,,
270),03/01/2024,19:15:00,,,,,5.187M,,,,,,,
271),03/01/2024,19:30:00,,,,,4.915M,,,,,,,
272),03/01/2024,19:45:00,,,,,4.650M,,,,,,,
273),03/01/2024,20:00:00,,,,,4.402M,,,,,,,
274),03/01/2024,20:15:00,,,,,4.172M,,,,,,,
275),03/01/2024,20:30:00,,,,,3.957M,,,,,,,
276),03/01/2024,20:45:00,,,,,3.767M,,,,,,,
277),03/01/2024,21:00:00,,,,,3.574M,,,,,,,
278),03/01/2024,21:15:00,,,,,3.405M,,,,,,,
279),03/01/2024,21:30:00,,,,,3.270M,,,,,,,
280),03/01/2024,21:45:00,,,,,3.163M,,,,,,,
281),03/01/2024,22:00:00,,,,,3.083M,,,,,,,
282),03/01/2024,22:15:00,,,,,3.030M,,,,,,,
283),03/01/2024,22:30:00,,,,,3.002M,,,,,,,
284),03/01/2024,22:45:00,,,,,3.023M,,,,,,,
285),03/01/2024,23:00:00,,,,,3.062M,,,,,,,
286),03/01/2024,23:15:00,,,,,3.138M,,,,,,,
287),03/01/2024,23:30:00,,,,,3.247M,,,,,,,
288),03/01/2024,23:45:00,,,,,3.390M,,,,,,,
289),04/01/2024,00:00:00,,,,,3.571M,,,,,,,
290),04/01/2024,00:15:00,,,,,3.789M,,,,,,,
291),04/01/2024,00:30:00,,,,,4.049M,,,,,,,
292),04/01/2024,00:45:00,,,,,4.340M,,,,,,,
293),04/01/2024,01:00:00,,,,,4.653M,,,,,,,
294),04/01/2024,01:15:00,,,,,4.974M,,,,,,,
295),04/01/2024,01:30:00,,,,,5.300M,,,,,,,
296),04/01/2024,01:45:00,,,,,5.622M,,,,,,,
297),04/01/2024,02:00:00,,,,,5.947M,,,,,,,
298),04/01/2024,02:15:00,,,,,6.256M,,,,,,,
299),04/01/2024,02:30:00,,,,,6.550M,,,,,,,
300),04/01/2024,02:45:00,,,,,6.832M,,,,,,,
301),04/01/2024,03:00:00,,,,,7.077M,,,,,,,
302),04/01/2024,03:15:00,,,,,7.287M,,,,,,,
303),04/01/2024,03:30:00,,,,,7.459M,,,,,,,
304),04/01/2024,03:45:00,,,,,7.591M,,,,,,,
305),04/01/2024,04:00:00,,,,,7.680M,,,,,,,
306),04/01/2024,04:15:00,,,,,7.722M,,,,,,,
307),04/01/2024,04:30:00,,,,,7.722M,,,,,,,
308),04/01/2024,04:45:00,,,,,7.683M,,,,,,,
309),04/01/2024,05:00:00,,,,,7.608M,,,,,,,
310),04/01/2024,05:15:00,,,,,7.488M,,,,,,,
311),04/01/2024,05:30:00,,,,,7.327M,,,,,,,
312),04/01/2024,05:45:00,,,,,7.147M,,,,,,,
313),04/01/2024,06:00:00,,,,,6.942M,,,,,,,
314),04/01/2024,06:15:00,,,,,6.709M,,,,,,,
315),04/01/2024,06:30:00,,,,,6.461M,,,,,,,
316),04/01/2024,06:45:00,,,,,6.212M,,,,,,,
317),04/01/2024,07:00:00,,,,,5.967M,,,,,,,
318),04/01/2024,07:15:00,,,,,5.714M,,,,,,,
319),04/01/2024,07:30:00,,,,,5.472M,,,,,,,
320),04/01/2024,07:45:00,,,,,5.227M,,,,,,,
321),04/01/2024,08:00:00,,,,,4.975M,,,,,,,
322),04/01/2024,08:15:00,,,,,4.734M,,,,,,,
323),04/01/2024,08:30:00,,,,,4.486M,,,,,,,
324),04/01/2024,08:45:00,,,,,4.273M,,,,,,,
325),04/01/2024,09:00:00,,,,,4.074M,,,,,,,
326),04/01/2024,09:15:00,,,,,3.921M,,,,,,,
327),04/01/2024,09:30:00,,,,,3.760M,,,,,,,
328),04/01/2024,09:45:00,,,,,3.651M,,,,,,,
329),04/01/2024,10:00:00,,,,,3.558M,,,,,,,
330),04/01/2024,10:15:00,,,,,3.497M,,,,,,,
331),04/01/2024,10:30:00,,,,,3.461M,,,,,,,
332),04/01/2024,10:45:00,,,,,3.454M,,,,,,,
333),04/01/2024,11:00:00,,,,,3.477M,,,,,,,
334),04/01/2024,11:15:00,,,,,3.528M,,,,,,,
335),04/01/2024,11:30:00,,,,,3.587M,,,,,,,
336),04/01/2024,11:45:00,,,,,3.702M,,,,,,,
337),04/01/2024,12:00:00,,,,,3.851M,,,,,,,
338),04/01/2024,12:15:00,,,,,4.024M,,,,,,,
339),04/01/2024,12:30:00,,,,,4.239M,,,,,,,
340),04/01/2024,12:45:00,,,,,4.467M,,,,,,,
341),04/01/2024,13:00:00,,,,,4.735M,,,,,,,
342),04/01/2024,13:15:00,,,,,5.021M,,,,,,,
343),04/01/2024,13:30:00,,,,,5.318M,,,,,,,
344),04/01/2024,13:45:00,,,,,5.615M,,,,,,,
345),04/01/2024,14:00:00,,,,,5.908M,,,,,,,
346),04/01/2024,14:15:00,,,,,6.194M,,,,,,,
347),04/01/2024,14:30:00,,,,,6.483M,,,,,,,
348),04/01/2024,14:45:00,,,,,6.750M,,,,,,,
349),04/01/2024,15:00:00,,,,,7.001M,,,,,,,
350),04/01/2024,15:15:00,,,,,7.232M,,,,,,,
351),04/01/2024,15:30:00,,,,,7.433M,,,,,,,
352),04/01/2024,15:45:00,,,,,7.602M,,,,,,,
353),04/01/2024,16:00:00,,,,,7.737M,,,,,,,
354),04/01/2024,16:15:00,,,,,7.832M,,,,,,,
355),04/01/2024,16:30:00,,,,,7.885M,,,,,,,
356),04/01/2024,16:45:00,,,,,7.894M,,,,,,,
357),04/01/2024,17:00:00,,,,,7.859M,,,,,,,
358),04/01/2024,17:15:00,,,,,7.778M,,,,,,,
359),04/01/2024,17:30:00,,,,,7.657M,,,,,,,
360),04/01/2024,17:45:00,,,,,7.497M,,,,,,,
361),04/01/2024,18:00:00,,,,,7.302M,,,,,,,
362),04/01/2024,18:15:00,,,,,7.082M,,,,,,,
363),04/01/2024,18:30:00,,,,,6.837M,,,,,,,
364),04/01/2024,18:45:00,,,,,6.578M,,,,,,,
365),04/01/2024,19:00:00,,,,,6.311M,,,,,,,
366),04/01/2024,19:15:00,,,,,6.043M,,,,,,,
367),04/01/2024,19:30:00,,,,,5.781M,,,,,,,
368),04/01/2024,19:45:00,,,,,5.515M,,,,,,,
369),04/01/2024,20:00:00,,,,,5.257M,,,,,,,
370),04/01/2024,20:15:00,,,,,5.004M,,,,,,,
371),04/01/2024,20:30:00,,,,,4.757M,,,,,,,
372),04/01/2024,20:45:00,,,,,4.517M,,,,,,,
373),04/01/2024,21:00:00,,,,,4.304M,,,,,,,
374),04/01/2024,21:15:00,,,,,4.075M,,,,,,,
375),04/01/2024,21:30:00,,,,,3.894M,,,,,,,
376),04/01/2024,21:45:00,,,,,3.700M,,,,,,,
377),04/01/2024,22:00:00,,,,,3.539M,,,,,,,
378),04/01/2024,22:15:00,,,,,3.384M,,,,,,,
379),04/01/2024,22:30:00,,,,,3.276M,,,,,,,
380),04/01/2024,22:45:00,,,,,3.184M,,,,,,,
381),04/01/2024,23:00:00,,,,,3.123M,,,,,,,
382),04/01/2024,23:15:00,,,,,3.083M,,,,,,,
383),04/01/2024,23:30:00,,,,,3.074M,,,,,,,
384),04/01/2024,23:45:00,,,,,3.098M,,,,,,,
385),05/01/2024,00:00:00,,,,,3.153M,,,,,,,
386),05/01/2024,00:15:00,,,,,3.240M,,,,,,,
387),05/01/2024,00:30:00,,,,,3.366M,,,,,,,
388),05/01/2024,00:45:00,,,,,3.524M,,,,,,,
389),05/01/2024,01:00:00,,,,,3.720M,,,,,,,
390),05/01/2024,01:15:00,,,,,3.959M,,,,,,,
391),05/01/2024,01:30:00,,,,,4.215M,,,,,,,
392),05/01/2024,01:45:00,,,,,4.505M,,,,,,,
393),05/01/2024,02:00:00,,,,,4.801M,,,,,,,
394),05/01/2024,02:15:00,,,,,5.110M,,,,,,,
395),05/01/2024,02:30:00,,,,,5.422M,,,,,,,
396),05/01/2024,02:45:00,,,,,5.715M,,,,,,,
397),05/01/2024,03:00:00,,,,,6.014M,,,,,,,
398),05/01/2024,03:15:00,,,,,6.296M,,,,,,,
399),05/01/2024,03:30:00,,,,,6.565M,,,,,,,
400),05/01/2024,03:45:00,,,,,6.813M,,,,,,,
401),05/01/2024,04:00:00,,,,,7.029M,,,,,,,
402),05/01/2024,04:15:00,,,,,7.212M,,,,,,,
403),05/01/2024,04:30:00,,,,,7.360M,,,,,,,
404),05/01/2024,04:45:00,,,,,7.471M,,,,,,,
405),05/01/2024,05:00:00,,,,,7.543M,,,,,,,
406),05/01/2024,05:15:00,,,,,7.573M,,,,,,,
407),05/01/2024,05:30:00,,,,,7.563M,,,,,,,
408),05/01/2024,05:45:00,,,,,7.512M,,,,,,,
409),05/01/2024,06:00:00,,,,,7.425M,,,,,,,
410),05/01/2024,06:15:00,,,,,7.307M,,,,,,,
411),05/01/2024,06:30:00,,,,,7.152M,,,,,,,
412),05/01/2024,06:45:00,,,,,6.972M,,,,,,,
413),05/01/2024,07:00:00,,,,,6.767M,,,,,,,
414),05/01/2024,07:15:00,,,,,6.544M,,,,,,,
415),05/01/2024,07:30:00,,,,,6.307M,,,,,,,
416),05/01/2024,07:45:00,,,,,6.067M,,,,,,,
417),05/01/2024,08:00:00,,,,,5.828M,,,,,,,
418),05/01/2024,08:15:00,,,,,5.587M,,,,,,,
419),05/01/2024,08:30:00,,,,,5.354M,,,,,,,
420),05/01/2024,08:45:00,,,,,5.114M,,,,,,,
421),05/01/2024,09:00:00,,,,,4.886M,,,,,,,
422),05/01/2024,09:15:00,,,,,4.663M,,,,,,,
423),05/01/2024,09:30:00,,,,,4.445M,,,,,,,
424),05/01/2024,09:45:00,,,,,4.245M,,,,,,,
425),05/01/2024,10:00:00,,,,,4.063M,,,,,,,
426),05/01/2024,10:15:00,,,,,3.899M,,,,,,,
427),05/01/2024,10:30:00,,,,,3.762M,,,,,,,
428),05/01/2024,10:45:00,,,,,3.646M,,,,,,,
429),05/01/2024,11:00:00,,,,,3.555M,,,,,,,
430),05/01/2024,11:15:00,,,,,3.489M,,,,,,,-0.003M
431),05/01/2024,11:30:00,,,,,3.447M,,,,,,,-0.011M
432),05/01/2024,11:45:00,,,,,3.454M,,,,,,,
433),05/01/2024,12:00:00,,,,,3.481M,,,,,,,
434),05/01/2024,12:15:00,,,,,3.536M,,,,,,,
435),05/01/2024,12:30:00,,,,,3.618M,,,,,,,
436),05/01/2024,12:45:00,,,,,3.722M,,,,,,,
437),05/01/2024,13:00:00,,,,,3.859M,,,,,,,
438),05/01/2024,13:15:00,,,,,4.025M,,,,,,,
439),05/01/2024,13:30:00,,,,,4.219M,,,,,,,
440),05/01/2024,13:45:00,,,,,4.438M,,,,,,,
441),05/01/2024,14:00:00,,,,,4.672M,,,,,,,
442),05/01/2024,14:15:00,,,,,4.928M,,,,,,,
