system:index,cloudiness,scene_id,timestamp,.geo,datetime,formatted_datetime
20180103T113451_20180103T113448_T30UVE,46.2527,20180103T113451_20180103T113448_T30UVE,1514979288456.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-03 11:34:48.456,2018 01 03 11 34 48
20180103T113451_20180103T113448_T30UVF,46.8107,20180103T113451_20180103T113448_T30UVF,1514979288456.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-03 11:34:48.456,2018 01 03 11 34 48
20180103T113451_20180103T113448_T30UWE,62.0092,20180103T113451_20180103T113448_T30UWE,1514979288456.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-03 11:34:48.456,2018 01 03 11 34 48
20180103T113451_20180103T113448_T30UWF,63.4508,20180103T113451_20180103T113448_T30UWF,1514979288456.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-03 11:34:48.456,2018 01 03 11 34 48
20180105T112439_20180105T112551_T30UVE,45.8105,20180105T112439_20180105T112551_T30UVE,1515151551618.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-05 11:25:51.618,2018 01 05 11 25 51
20180105T112439_20180105T112551_T30UVF,74.3142,20180105T112439_20180105T112551_T30UVF,1515151551618.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-05 11:25:51.618,2018 01 05 11 25 51
20180105T112439_20180105T112551_T30UWE,69.028,20180105T112439_20180105T112551_T30UWE,1515151551618.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-05 11:25:51.618,2018 01 05 11 25 51
20180105T112439_20180105T112551_T30UWF,90.2014,20180105T112439_20180105T112551_T30UWF,1515151551618.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-05 11:25:51.618,2018 01 05 11 25 51
20180108T113439_20180108T113443_T30UVE,0.0566,20180108T113439_20180108T113443_T30UVE,1515411283675.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-08 11:34:43.675,2018 01 08 11 34 43
20180108T113439_20180108T113443_T30UVF,0.635,20180108T113439_20180108T113443_T30UVF,1515411283675.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-08 11:34:43.675,2018 01 08 11 34 43
20180108T113439_20180108T113443_T30UWE,0.012,20180108T113439_20180108T113443_T30UWE,1515411283675.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-08 11:34:43.675,2018 01 08 11 34 43
20180108T113439_20180108T113443_T30UWF,2.0365,20180108T113439_20180108T113443_T30UWF,1515411283675.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-08 11:34:43.675,2018 01 08 11 34 43
20180110T112431_20180110T112427_T30UVE,51.0292,20180110T112431_20180110T112427_T30UVE,1515583467455.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2018-01-10 11:24:27.455,2018 01 10 11 24 27
