Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
47),01/01/2021,11:30:00,,,,,8.561,,,,,,,
48),01/01/2021,11:45:00,,,,,8.82,,,,,,,
49),01/01/2021,12:00:00,,,,,9.006,,,,,,,
50),01/01/2021,12:15:00,,,,,9.122,,,,,,,
51),01/01/2021,12:30:00,,,,,9.158,,,,,,,
52),01/01/2021,12:45:00,,,,,9.123,,,,,,,
53),01/01/2021,13:00:00,,,,,9.027,,,,,,,
54),01/01/2021,13:15:00,,,,,8.858,,,,,,,
55),01/01/2021,13:30:00,,,,,8.621,,,,,,,
56),01/01/2021,13:45:00,,,,,8.33,,,,,,,
57),01/01/2021,14:00:00,,,,,7.993,,,,,,,
58),01/01/2021,14:15:00,,,,,7.618,,,,,,,
59),01/01/2021,14:30:00,,,,,7.214,,,,,,,
60),01/01/2021,14:45:00,,,,,6.792,,,,,,,
61),01/01/2021,15:00:00,,,,,6.361,,,,,,,
62),01/01/2021,15:15:00,,,,,5.928,,,,,,,
63),01/01/2021,15:30:00,,,,,5.492,,,,,,,
64),01/01/2021,15:45:00,,,,,5.058,,,,,,,
65),01/01/2021,16:00:00,,,,,4.623,,,,,,,
66),01/01/2021,16:15:00,,,,,4.19,,,,,,,
67),01/01/2021,16:30:00,,,,,3.756,,,,,,,
68),01/01/2021,16:45:00,,,,,3.346,,,,,,,
69),01/01/2021,17:00:00,,,,,2.998,,,,,,,
70),01/01/2021,17:15:00,,,,,2.695,,,,,,,
71),01/01/2021,17:30:00,,,,,2.421,,,,,,,
72),01/01/2021,17:45:00,,,,,2.187,,,,,,,
73),01/01/2021,18:00:00,,,,,1.991,,,,,,,
74),01/01/2021,18:15:00,,,,,1.83,,,,,,,
75),01/01/2021,18:30:00,,,,,1.703,,,,,,,
76),01/01/2021,18:45:00,,,,,1.61,,,,,,,
77),01/01/2021,19:00:00,,,,,1.549,,,,,,,
78),01/01/2021,19:15:00,,,,,1.516,,,,,,,
79),01/01/2021,19:30:00,,,,,1.531,,,,,,,
80),01/01/2021,19:45:00,,,,,1.594,,,,,,,
81),01/01/2021,20:00:00,,,,,1.701,,,,,,,
82),01/01/2021,20:15:00,,,,,1.885,,,,,,,
83),01/01/2021,20:30:00,,,,,2.152,,,,,,,
84),01/01/2021,20:45:00,,,,,2.495,,,,,,,
85),01/01/2021,21:00:00,,,,,2.89,,,,,,,
86),01/01/2021,21:15:00,,,,,3.359,,,,,,,
87),01/01/2021,21:30:00,,,,,3.842,,,,,,,
88),01/01/2021,21:45:00,,,,,4.326,,,,,,,
89),01/01/2021,22:00:00,,,,,4.856,,,,,,,
90),01/01/2021,22:15:00,,,,,5.402,,,,,,,
91),01/01/2021,22:30:00,,,,,5.923,,,,,,,
92),01/01/2021,22:45:00,,,,,6.436,,,,,,,
93),01/01/2021,23:00:00,,,,,6.927,,,,,,,
94),01/01/2021,23:15:00,,,,,7.4,,,,,,,
95),01/01/2021,23:30:00,,,,,7.796,,,,,,,
96),01/01/2021,23:45:00,,,,,8.162,,,,,,,
97),02/01/2021,00:00:00,,,,,8.466,,,,,,,
98),02/01/2021,00:15:00,,,,,8.71,,,,,,,
99),02/01/2021,00:30:00,,,,,8.876,,,,,,,
100),02/01/2021,00:45:00,,,,,8.967,,,,,,,
101),02/01/2021,01:00:00,,,,,8.97,,,,,,,
102),02/01/2021,01:15:00,,,,,8.897,,,,,,,
103),02/01/2021,01:30:00,,,,,8.771,,,,,,,
104),02/01/2021,01:45:00,,,,,8.572,,,,,,,
105),02/01/2021,02:00:00,,,,,8.305,,,,,,,
106),02/01/2021,02:15:00,,,,,7.985,,,,,,,
107),02/01/2021,02:30:00,,,,,7.627,,,,,,,
108),02/01/2021,02:45:00,,,,,7.234,,,,,,,
109),02/01/2021,03:00:00,,,,,6.821,,,,,,,
110),02/01/2021,03:15:00,,,,,6.397,,,,,,,
111),02/01/2021,03:30:00,,,,,5.96,,,,,,,
112),02/01/2021,03:45:00,,,,,5.515,,,,,,,
113),02/01/2021,04:00:00,,,,,5.077,,,,,,,
114),02/01/2021,04:15:00,,,,,4.643,,,,,,,
115),02/01/2021,04:30:00,,,,,4.216,,,,,,,
116),02/01/2021,04:45:00,,,,,3.8,,,,,,,
117),02/01/2021,05:00:00,,,,,3.4,,,,,,,
118),02/01/2021,05:15:00,,,,,3.054,,,,,,,
119),02/01/2021,05:30:00,,,,,2.75,,,,,,,
120),02/01/2021,05:45:00,,,,,2.481,,,,,,,
121),02/01/2021,06:00:00,,,,,2.256,,,,,,,
122),02/01/2021,06:15:00,,,,,2.078,,,,,,,
123),02/01/2021,06:30:00,,,,,1.931,,,,,,,
124),02/01/2021,06:45:00,,,,,1.818,,,,,,,
125),02/01/2021,07:00:00,,,,,1.747,,,,,,,
126),02/01/2021,07:15:00,,,,,1.722,,,,,,,
127),02/01/2021,07:30:00,,,,,1.728,,,,,,,
128),02/01/2021,07:45:00,,,,,1.769,,,,,,,
129),02/01/2021,08:00:00,,,,,1.859,,,,,,,
130),02/01/2021,08:15:00,,,,,2.012,,,,,,,
131),02/01/2021,08:30:00,,,,,2.224,,,,,,,
132),02/01/2021,08:45:00,,,,,2.519,,,,,,,
133),02/01/2021,09:00:00,,,,,2.881,,,,,,,
134),02/01/2021,09:15:00,,,,,3.305,,,,,,,
135),02/01/2021,09:30:00,,,,,3.764,,,,,,,
136),02/01/2021,09:45:00,,,,,4.22,,,,,,,
137),02/01/2021,10:00:00,,,,,4.709,,,,,,,
138),02/01/2021,10:15:00,,,,,5.227,,,,,,,
139),02/01/2021,10:30:00,,,,,5.73,,,,,,,
140),02/01/2021,10:45:00,,,,,6.222,,,,,,,
141),02/01/2021,11:00:00,,,,,6.708,,,,,,,
142),02/01/2021,11:15:00,,,,,7.211,,,,,,,
143),02/01/2021,11:30:00,,,,,7.634,,,,,,,
144),02/01/2021,11:45:00,,,,,8.034,,,,,,,
145),02/01/2021,12:00:00,,,,,8.377,,,,,,,
146),02/01/2021,12:15:00,,,,,8.665,,,,,,,
147),02/01/2021,12:30:00,,,,,8.888,,,,,,,
148),02/01/2021,12:45:00,,,,,9.048,,,,,,,
149),02/01/2021,13:00:00,,,,,9.131,,,,,,,
150),02/01/2021,13:15:00,,,,,9.131,,,,,,,
151),02/01/2021,13:30:00,,,,,9.073,,,,,,,
152),02/01/2021,13:45:00,,,,,8.949,,,,,,,
153),02/01/2021,14:00:00,,,,,8.75,,,,,,,
154),02/01/2021,14:15:00,,,,,8.492,,,,,,,
155),02/01/2021,14:30:00,,,,,8.184,,,,,,,
156),02/01/2021,14:45:00,,,,,7.821,,,,,,,
157),02/01/2021,15:00:00,,,,,7.431,,,,,,,
158),02/01/2021,15:15:00,,,,,7.015,,,,,,,
159),02/01/2021,15:30:00,,,,,6.588,,,,,,,
160),02/01/2021,15:45:00,,,,,6.152,,,,,,,
161),02/01/2021,16:00:00,,,,,5.714,,,,,,,
162),02/01/2021,16:15:00,,,,,5.273,,,,,,,
163),02/01/2021,16:30:00,,,,,4.836,,,,,,,
164),02/01/2021,16:45:00,,,,,4.399,,,,,,,
165),02/01/2021,17:00:00,,,,,3.968,,,,,,,
166),02/01/2021,17:15:00,,,,,3.548,,,,,,,
167),02/01/2021,17:30:00,,,,,3.171,,,,,,,
168),02/01/2021,17:45:00,,,,,2.842,,,,,,,
169),02/01/2021,18:00:00,,,,,2.542,,,,,,,
170),02/01/2021,18:15:00,,,,,2.3,,,,,,,
171),02/01/2021,18:30:00,,,,,2.098,,,,,,,
172),02/01/2021,18:45:00,,,,,1.908,,,,,,,
173),02/01/2021,19:00:00,,,,,1.757,,,,,,,
174),02/01/2021,19:15:00,,,,,1.647,,,,,,,
175),02/01/2021,19:30:00,,,,,1.549,,,,,,,
176),02/01/2021,19:45:00,,,,,1.468,,,,,,,
177),02/01/2021,20:00:00,,,,,1.45,,,,,,,
178),02/01/2021,20:15:00,,,,,1.481,,,,,,,
179),02/01/2021,20:30:00,,,,,1.541,,,,,,,
180),02/01/2021,20:45:00,,,,,1.657,,,,,,,
181),02/01/2021,21:00:00,,,,,1.857,,,,,,,
182),02/01/2021,21:15:00,,,,,2.132,,,,,,,
183),02/01/2021,21:30:00,,,,,2.487,,,,,,,
184),02/01/2021,21:45:00,,,,,2.888,,,,,,,
185),02/01/2021,22:00:00,,,,,3.348,,,,,,,
186),02/01/2021,22:15:00,,,,,3.818,,,,,,,
187),02/01/2021,22:30:00,,,,,4.293,,,,,,,
188),02/01/2021,22:45:00,,,,,4.815,,,,,,,
189),02/01/2021,23:00:00,,,,,5.344,,,,,,,
190),02/01/2021,23:15:00,,,,,5.849,,,,,,,
191),02/01/2021,23:30:00,,,,,6.343,,,,,,,
192),02/01/2021,23:45:00,,,,,6.817,,,,,,,
193),03/01/2021,00:00:00,,,,,7.282,,,,,,,
194),03/01/2021,00:15:00,,,,,7.659,,,,,,,
195),03/01/2021,00:30:00,,,,,8.009,,,,,,,
196),03/01/2021,00:45:00,,,,,8.291,,,,,,,
197),03/01/2021,01:00:00,,,,,8.516,,,,,,,
198),03/01/2021,01:15:00,,,,,8.658,,,,,,,
199),03/01/2021,01:30:00,,,,,8.72,,,,,,,
200),03/01/2021,01:45:00,,,,,8.711,,,,,,,
201),03/01/2021,02:00:00,,,,,8.622,,,,,,,
202),03/01/2021,02:15:00,,,,,8.474,,,,,,,
203),03/01/2021,02:30:00,,,,,8.258,,,,,,,
204),03/01/2021,02:45:00,,,,,7.979,,,,,,,
205),03/01/2021,03:00:00,,,,,7.65,,,,,,,
206),03/01/2021,03:15:00,,,,,7.28,,,,,,,
207),03/01/2021,03:30:00,,,,,6.881,,,,,,,
208),03/01/2021,03:45:00,,,,,6.465,,,,,,,
209),03/01/2021,04:00:00,,,,,6.037,,,,,,,
210),03/01/2021,04:15:00,,,,,5.598,,,,,,,
211),03/01/2021,04:30:00,,,,,5.164,,,,,,,
212),03/01/2021,04:45:00,,,,,4.741,,,,,,,
213),03/01/2021,05:00:00,,,,,4.322,,,,,,,
214),03/01/2021,05:15:00,,,,,3.908,,,,,,,
215),03/01/2021,05:30:00,,,,,3.507,,,,,,,
216),03/01/2021,05:45:00,,,,,3.143,,,,,,,
217),03/01/2021,06:00:00,,,,,2.829,,,,,,,
218),03/01/2021,06:15:00,,,,,2.548,,,,,,,
219),03/01/2021,06:30:00,,,,,2.31,,,,,,,
220),03/01/2021,06:45:00,,,,,2.106,,,,,,,
221),03/01/2021,07:00:00,,,,,1.939,,,,,,,
222),03/01/2021,07:15:00,,,,,1.818,,,,,,,
223),03/01/2021,07:30:00,,,,,1.72,,,,,,,
224),03/01/2021,07:45:00,,,,,1.657,,,,,,,
225),03/01/2021,08:00:00,,,,,1.643,,,,,,,
226),03/01/2021,08:15:00,,,,,1.659,,,,,,,
227),03/01/2021,08:30:00,,,,,1.71,,,,,,,
228),03/01/2021,08:45:00,,,,,1.808,,,,,,,
229),03/01/2021,09:00:00,,,,,1.962,,,,,,,
230),03/01/2021,09:15:00,,,,,2.19,,,,,,,
231),03/01/2021,09:30:00,,,,,2.486,,,,,,,
232),03/01/2021,09:45:00,,,,,2.84,,,,,,,
233),03/01/2021,10:00:00,,,,,3.255,,,,,,,
234),03/01/2021,10:15:00,,,,,3.694,,,,,,,
235),03/01/2021,10:30:00,,,,,4.147,,,,,,,
236),03/01/2021,10:45:00,,,,,4.628,,,,,,,
237),03/01/2021,11:00:00,,,,,5.136,,,,,,,
238),03/01/2021,11:15:00,,,,,5.624,,,,,,,
239),03/01/2021,11:30:00,,,,,6.094,,,,,,,
240),03/01/2021,11:45:00,,,,,6.552,,,,,,,
241),03/01/2021,12:00:00,,,,,7.023,,,,,,,
242),03/01/2021,12:15:00,,,,,7.431,,,,,,,
243),03/01/2021,12:30:00,,,,,7.801,,,,,,,
244),03/01/2021,12:45:00,,,,,8.13,,,,,,,
245),03/01/2021,13:00:00,,,,,8.399,,,,,,,
246),03/01/2021,13:15:00,,,,,8.605,,,,,,,
247),03/01/2021,13:30:00,,,,,8.741,,,,,,,
248),03/01/2021,13:45:00,,,,,8.809,,,,,,,
249),03/01/2021,14:00:00,,,,,8.797,,,,,,,
250),03/01/2021,14:15:00,,,,,8.718,,,,,,,
251),03/01/2021,14:30:00,,,,,8.581,,,,,,,
252),03/01/2021,14:45:00,,,,,8.385,,,,,,,
253),03/01/2021,15:00:00,,,,,8.121,,,,,,,
254),03/01/2021,15:15:00,,,,,7.816,,,,,,,
255),03/01/2021,15:30:00,,,,,7.472,,,,,,,
256),03/01/2021,15:45:00,,,,,7.091,,,,,,,
257),03/01/2021,16:00:00,,,,,6.696,,,,,,,
258),03/01/2021,16:15:00,,,,,6.286,,,,,,,
259),03/01/2021,16:30:00,,,,,5.869,,,,,,,
260),03/01/2021,16:45:00,,,,,5.451,,,,,,,
261),03/01/2021,17:00:00,,,,,5.035,,,,,,,
262),03/01/2021,17:15:00,,,,,4.62,,,,,,,
263),03/01/2021,17:30:00,,,,,4.207,,,,,,,
264),03/01/2021,17:45:00,,,,,3.799,,,,,,,
265),03/01/2021,18:00:00,,,,,3.407,,,,,,,
266),03/01/2021,18:15:00,,,,,3.054,,,,,,,
267),03/01/2021,18:30:00,,,,,2.741,,,,,,,
268),03/01/2021,18:45:00,,,,,2.449,,,,,,,
269),03/01/2021,19:00:00,,,,,2.198,,,,,,,
270),03/01/2021,19:15:00,,,,,1.981,,,,,,,
271),03/01/2021,19:30:00,,,,,1.797,,,,,,,
272),03/01/2021,19:45:00,,,,,1.652,,,,,,,
273),03/01/2021,20:00:00,,,,,1.551,,,,,,,
274),03/01/2021,20:15:00,,,,,1.473,,,,,,,
275),03/01/2021,20:30:00,,,,,1.419,,,,,,,
276),03/01/2021,20:45:00,,,,,1.416,,,,,,,
277),03/01/2021,21:00:00,,,,,1.454,,,,,,,
278),03/01/2021,21:15:00,,,,,1.52,,,,,,,
279),03/01/2021,21:30:00,,,,,1.655,,,,,,,
280),03/01/2021,21:45:00,,,,,1.86,,,,,,,
281),03/01/2021,22:00:00,,,,,2.135,,,,,,,
282),03/01/2021,22:15:00,,,,,2.482,,,,,,,
283),03/01/2021,22:30:00,,,,,2.857,,,,,,,
284),03/01/2021,22:45:00,,,,,3.319,,,,,,,
285),03/01/2021,23:00:00,,,,,3.78,,,,,,,
286),03/01/2021,23:15:00,,,,,4.238,,,,,,,
287),03/01/2021,23:30:00,,,,,4.741,,,,,,,
288),03/01/2021,23:45:00,,,,,5.253,,,,,,,
289),04/01/2021,00:00:00,,,,,5.739,,,,,,,
290),04/01/2021,00:15:00,,,,,6.211,,,,,,,
291),04/01/2021,00:30:00,,,,,6.66,,,,,,,
292),04/01/2021,00:45:00,,,,,7.116,,,,,,,
293),04/01/2021,01:00:00,,,,,7.485,,,,,,,
294),04/01/2021,01:15:00,,,,,7.818,,,,,,,
295),04/01/2021,01:30:00,,,,,8.096,,,,,,,
296),04/01/2021,01:45:00,,,,,8.303,,,,,,,
297),04/01/2021,02:00:00,,,,,8.438,,,,,,,
298),04/01/2021,02:15:00,,,,,8.495,,,,,,,
299),04/01/2021,02:30:00,,,,,8.482,,,,,,,
300),04/01/2021,02:45:00,,,,,8.394,,,,,,,
301),04/01/2021,03:00:00,,,,,8.247,,,,,,,
302),04/01/2021,03:15:00,,,,,8.039,,,,,,,
303),04/01/2021,03:30:00,,,,,7.77,,,,,,,
304),04/01/2021,03:45:00,,,,,7.457,,,,,,,
305),04/01/2021,04:00:00,,,,,7.111,,,,,,,
306),04/01/2021,04:15:00,,,,,6.741,,,,,,,
307),04/01/2021,04:30:00,,,,,6.358,,,,,,,
308),04/01/2021,04:45:00,,,,,5.964,,,,,,,
309),04/01/2021,05:00:00,,,,,5.558,,,,,,,
310),04/01/2021,05:15:00,,,,,5.157,,,,,,,
311),04/01/2021,05:30:00,,,,,4.757,,,,,,,
312),04/01/2021,05:45:00,,,,,4.365,,,,,,,
313),04/01/2021,06:00:00,,,,,3.963,,,,,,,
314),04/01/2021,06:15:00,,,,,3.595,,,,,,,
315),04/01/2021,06:30:00,,,,,3.256,,,,,,,
316),04/01/2021,06:45:00,,,,,2.951,,,,,,,
317),04/01/2021,07:00:00,,,,,2.667,,,,,,,
318),04/01/2021,07:15:00,,,,,2.433,,,,,,,
319),04/01/2021,07:30:00,,,,,2.25,,,,,,,
320),04/01/2021,07:45:00,,,,,2.089,,,,,,,
321),04/01/2021,08:00:00,,,,,1.967,,,,,,,
322),04/01/2021,08:15:00,,,,,1.897,,,,,,,
323),04/01/2021,08:30:00,,,,,1.852,,,,,,,
324),04/01/2021,08:45:00,,,,,1.83,,,,,,,
325),04/01/2021,09:00:00,,,,,1.843,,,,,,,
326),04/01/2021,09:15:00,,,,,1.907,,,,,,,
327),04/01/2021,09:30:00,,,,,2.011,,,,,,,
328),04/01/2021,09:45:00,,,,,2.153,,,,,,,
329),04/01/2021,10:00:00,,,,,2.359,,,,,,,
330),04/01/2021,10:15:00,,,,,2.635,,,,,,,
331),04/01/2021,10:30:00,,,,,2.979,,,,,,,
332),04/01/2021,10:45:00,,,,,3.372,,,,,,,
333),04/01/2021,11:00:00,,,,,3.786,,,,,,,
334),04/01/2021,11:15:00,,,,,4.211,,,,,,,
335),04/01/2021,11:30:00,,,,,4.671,,,,,,,
336),04/01/2021,11:45:00,,,,,5.145,,,,,,,
337),04/01/2021,12:00:00,,,,,5.611,,,,,,,
338),04/01/2021,12:15:00,,,,,6.06,,,,,,,
339),04/01/2021,12:30:00,,,,,6.493,,,,,,,
340),04/01/2021,12:45:00,,,,,6.941,,,,,,,
341),04/01/2021,13:00:00,,,,,7.334,,,,,,,
342),04/01/2021,13:15:00,,,,,7.694,,,,,,,
343),04/01/2021,13:30:00,,,,,8.013,,,,,,,
344),04/01/2021,13:45:00,,,,,8.27,,,,,,,
345),04/01/2021,14:00:00,,,,,8.464,,,,,,,
346),04/01/2021,14:15:00,,,,,8.593,,,,,,,
347),04/01/2021,14:30:00,,,,,8.653,,,,,,,
348),04/01/2021,14:45:00,,,,,8.641,,,,,,,
349),04/01/2021,15:00:00,,,,,8.567,,,,,,,
350),04/01/2021,15:15:00,,,,,8.424,,,,,,,
351),04/01/2021,15:30:00,,,,,8.228,,,,,,,
352),04/01/2021,15:45:00,,,,,7.986,,,,,,,
353),04/01/2021,16:00:00,,,,,7.695,,,,,,,
354),04/01/2021,16:15:00,,,,,7.369,,,,,,,
355),04/01/2021,16:30:00,,,,,7.01,,,,,,,
356),04/01/2021,16:45:00,,,,,6.628,,,,,,,
357),04/01/2021,17:00:00,,,,,6.24,,,,,,,
358),04/01/2021,17:15:00,,,,,5.841,,,,,,,
359),04/01/2021,17:30:00,,,,,5.437,,,,,,,
360),04/01/2021,17:45:00,,,,,5.034,,,,,,,
361),04/01/2021,18:00:00,,,,,4.636,,,,,,,
362),04/01/2021,18:15:00,,,,,4.237,,,,,,,
363),04/01/2021,18:30:00,,,,,3.849,,,,,,,
364),04/01/2021,18:45:00,,,,,3.479,,,,,,,
365),04/01/2021,19:00:00,,,,,3.156,,,,,,,
366),04/01/2021,19:15:00,,,,,2.847,,,,,,,
367),04/01/2021,19:30:00,,,,,2.566,,,,,,,
368),04/01/2021,19:45:00,,,,,2.312,,,,,,,
369),04/01/2021,20:00:00,,,,,2.1,,,,,,,
370),04/01/2021,20:15:00,,,,,1.912,,,,,,,
371),04/01/2021,20:30:00,,,,,1.78,,,,,,,
372),04/01/2021,20:45:00,,,,,1.69,,,,,,,
373),04/01/2021,21:00:00,,,,,1.624,,,,,,,
374),04/01/2021,21:15:00,,,,,1.582,,,,,,,
375),04/01/2021,21:30:00,,,,,1.571,,,,,,,
376),04/01/2021,21:45:00,,,,,1.595,,,,,,,
377),04/01/2021,22:00:00,,,,,1.662,,,,,,,
378),04/01/2021,22:15:00,,,,,1.779,,,,,,,
379),04/01/2021,22:30:00,,,,,1.956,,,,,,,
380),04/01/2021,22:45:00,,,,,2.21,,,,,,,
381),04/01/2021,23:00:00,,,,,2.53,,,,,,,
382),04/01/2021,23:15:00,,,,,2.89,,,,,,,
383),04/01/2021,23:30:00,,,,,3.321,,,,,,,
384),04/01/2021,23:45:00,,,,,3.752,,,,,,,
385),05/01/2021,00:00:00,,,,,4.182,,,,,,,
386),05/01/2021,00:15:00,,,,,4.653,,,,,,,
387),05/01/2021,00:30:00,,,,,5.142,,,,,,,
388),05/01/2021,00:45:00,,,,,5.609,,,,,,,
389),05/01/2021,01:00:00,,,,,6.058,,,,,,,
390),05/01/2021,01:15:00,,,,,6.487,,,,,,,
391),05/01/2021,01:30:00,,,,,6.916,,,,,,,
392),05/01/2021,01:45:00,,,,,7.274,,,,,,,
393),05/01/2021,02:00:00,,,,,7.599,,,,,,,
394),05/01/2021,02:15:00,,,,,7.863,,,,,,,
395),05/01/2021,02:30:00,,,,,8.066,,,,,,,
396),05/01/2021,02:45:00,,,,,8.205,,,,,,,
397),05/01/2021,03:00:00,,,,,8.265,,,,,,,
398),05/01/2021,03:15:00,,,,,8.263,,,,,,,
399),05/01/2021,03:30:00,,,,,8.197,,,,,,,
400),05/01/2021,03:45:00,,,,,8.068,,,,,,,
401),05/01/2021,04:00:00,,,,,7.882,,,,,,,
402),05/01/2021,04:15:00,,,,,7.638,,,,,,,
403),05/01/2021,04:30:00,,,,,7.357,,,,,,,
404),05/01/2021,04:45:00,,,,,7.045,,,,,,,
405),05/01/2021,05:00:00,,,,,6.702,,,,,,,
406),05/01/2021,05:15:00,,,,,6.349,,,,,,,
407),05/01/2021,05:30:00,,,,,5.984,,,,,,,
408),05/01/2021,05:45:00,,,,,5.618,,,,,,,
409),05/01/2021,06:00:00,,,,,5.251,,,,,,,
410),05/01/2021,06:15:00,,,,,4.882,,,,,,,
411),05/01/2021,06:30:00,,,,,4.517,,,,,,,
412),05/01/2021,06:45:00,,,,,4.155,,,,,,,
413),05/01/2021,07:00:00,,,,,3.797,,,,,,,
414),05/01/2021,07:15:00,,,,,3.463,,,,,,,
415),05/01/2021,07:30:00,,,,,3.169,,,,,,,
416),05/01/2021,07:45:00,,,,,2.9,,,,,,,
417),05/01/2021,08:00:00,,,,,2.649,,,,,,,
418),05/01/2021,08:15:00,,,,,2.426,,,,,,,
419),05/01/2021,08:30:00,,,,,2.273,,,,,,,
420),05/01/2021,08:45:00,,,,,2.149,,,,,,,
421),05/01/2021,09:00:00,,,,,2.058,,,,,,,
422),05/01/2021,09:15:00,,,,,2.01,,,,,,,
423),05/01/2021,09:30:00,,,,,1.989,,,,,,,
424),05/01/2021,09:45:00,,,,,2.007,,,,,,,
425),05/01/2021,10:00:00,,,,,2.058,,,,,,,
426),05/01/2021,10:15:00,,,,,2.135,,,,,,,
427),05/01/2021,10:30:00,,,,,2.255,,,,,,,
428),05/01/2021,10:45:00,,,,,2.435,,,,,,,
429),05/01/2021,11:00:00,,,,,2.677,,,,,,,
430),05/01/2021,11:15:00,,,,,2.981,,,,,,,
431),05/01/2021,11:30:00,,,,,3.328,,,,,,,
432),05/01/2021,11:45:00,,,,,3.704,,,,,,,
433),05/01/2021,12:00:00,,,,,4.107,,,,,,,
434),05/01/2021,12:15:00,,,,,4.525,,,,,,,
435),05/01/2021,12:30:00,,,,,4.977,,,,,,,
436),05/01/2021,12:45:00,,,,,5.419,,,,,,,
437),05/01/2021,13:00:00,,,,,5.846,,,,,,,
438),05/01/2021,13:15:00,,,,,6.258,,,,,,,
439),05/01/2021,13:30:00,,,,,6.664,,,,,,,
440),05/01/2021,13:45:00,,,,,7.062,,,,,,,
441),05/01/2021,14:00:00,,,,,7.4,,,,,,,
442),05/01/2021,14:15:00,,,,,7.715,,,,,,,
443),05/01/2021,14:30:00,,,,,7.962,,,,,,,
444),05/01/2021,14:45:00,,,,,8.173,,,,,,,
445),05/01/2021,15:00:00,,,,,8.317,,,,,,,
446),05/01/2021,15:15:00,,,,,8.394,,,,,,,
447),05/01/2021,15:30:00,,,,,8.41,,,,,,,
448),05/01/2021,15:45:00,,,,,8.358,,,,,,,
449),05/01/2021,16:00:00,,,,,8.251,,,,,,,
450),05/01/2021,16:15:00,,,,,8.088,,,,,,,
451),05/01/2021,16:30:00,,,,,7.876,,,,,,,
452),05/01/2021,16:45:00,,,,,7.615,,,,,,,
453),05/01/2021,17:00:00,,,,,7.323,,,,,,,
454),05/01/2021,17:15:00,,,,,7,,,,,,,
455),05/01/2021,17:30:00,,,,,6.659,,,,,,,
456),05/01/2021,17:45:00,,,,,6.307,,,,,,,
457),05/01/2021,18:00:00,,,,,5.943,,,,,,,
