Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
45),01/01/2022,11:00:00,,,,,8.751M,,,,,,,
46),01/01/2022,11:15:00,,,,,8.381M,,,,,,,
47),01/01/2022,11:30:00,,,,,7.984M,,,,,,,
48),01/01/2022,11:45:00,,,,,7.578M,,,,,,,
49),01/01/2022,12:00:00,,,,,7.156M,,,,,,,
50),01/01/2022,12:15:00,,,,,6.720M,,,,,,,
51),01/01/2022,12:30:00,,,,,6.280M,,,,,,,
52),01/01/2022,12:45:00,,,,,5.828M,,,,,,,
53),01/01/2022,13:00:00,,,,,5.382M,,,,,,,
54),01/01/2022,13:15:00,,,,,4.949M,,,,,,,
55),01/01/2022,13:30:00,,,,,4.523M,,,,,,,
56),01/01/2022,13:45:00,,,,,4.118M,,,,,,,
57),01/01/2022,14:00:00,,,,,3.751M,,,,,,,
58),01/01/2022,14:15:00,,,,,3.441M,,,,,,,
59),01/01/2022,14:30:00,,,,,3.158M,,,,,,,
60),01/01/2022,14:45:00,,,,,2.908M,,,,,,,
61),01/01/2022,15:00:00,,,,,2.679M,,,,,,,
62),01/01/2022,15:15:00,,,,,2.510M,,,,,,,
63),01/01/2022,15:30:00,,,,,2.366M,,,,,,,
64),01/01/2022,15:45:00,,,,,2.275M,,,,,,,
65),01/01/2022,16:00:00,,,,,2.223M,,,,,,,
66),01/01/2022,16:15:00,,,,,2.180M,,,,,,,
67),01/01/2022,16:30:00,,,,,2.182M,,,,,,,
68),01/01/2022,16:45:00,,,,,2.229M,,,,,,,
69),01/01/2022,17:00:00,,,,,2.334M,,,,,,,
70),01/01/2022,17:15:00,,,,,2.473M,,,,,,,
71),01/01/2022,17:30:00,,,,,2.688M,,,,,,,
72),01/01/2022,17:45:00,,,,,3.014M,,,,,,,
73),01/01/2022,18:00:00,,,,,3.413M,,,,,,,
74),01/01/2022,18:15:00,,,,,3.864M,,,,,,,
75),01/01/2022,18:30:00,,,,,4.362M,,,,,,,
76),01/01/2022,18:45:00,,,,,4.908M,,,,,,,
77),01/01/2022,19:00:00,,,,,5.464M,,,,,,,
78),01/01/2022,19:15:00,,,,,6.020M,,,,,,,
79),01/01/2022,19:30:00,,,,,6.571M,,,,,,,
80),01/01/2022,19:45:00,,,,,7.116M,,,,,,,
81),01/01/2022,20:00:00,,,,,7.620M,,,,,,,
82),01/01/2022,20:15:00,,,,,8.097M,,,,,,,
83),01/01/2022,20:30:00,,,,,8.529M,,,,,,,
84),01/01/2022,20:45:00,,,,,8.921M,,,,,,,
85),01/01/2022,21:00:00,,,,,9.233M,,,,,,,
86),01/01/2022,21:15:00,,,,,9.497M,,,,,,,
87),01/01/2022,21:30:00,,,,,9.696M,,,,,,,
88),01/01/2022,21:45:00,,,,,9.809M,,,,,,,
89),01/01/2022,22:00:00,,,,,9.856M,,,,,,,
90),01/01/2022,22:15:00,,,,,9.805M,,,,,,,
91),01/01/2022,22:30:00,,,,,9.681M,,,,,,,
92),01/01/2022,22:45:00,,,,,9.498M,,,,,,,
93),01/01/2022,23:00:00,,,,,9.223M,,,,,,,
94),01/01/2022,23:15:00,,,,,8.896M,,,,,,,
95),01/01/2022,23:30:00,,,,,8.522M,,,,,,,
96),01/01/2022,23:45:00,,,,,8.111M,,,,,,,
97),02/01/2022,00:00:00,,,,,7.670M,,,,,,,
98),02/01/2022,00:15:00,,,,,7.226M,,,,,,,
99),02/01/2022,00:30:00,,,,,6.777M,,,,,,,
100),02/01/2022,00:45:00,,,,,6.341M,,,,,,,
101),02/01/2022,01:00:00,,,,,5.891M,,,,,,,
102),02/01/2022,01:15:00,,,,,5.445M,,,,,,,
103),02/01/2022,01:30:00,,,,,4.994M,,,,,,,
104),02/01/2022,01:45:00,,,,,4.559M,,,,,,,
105),02/01/2022,02:00:00,,,,,4.117M,,,,,,,
106),02/01/2022,02:15:00,,,,,3.704M,,,,,,,
107),02/01/2022,02:30:00,,,,,3.356M,,,,,,,
108),02/01/2022,02:45:00,,,,,3.014M,,,,,,,
109),02/01/2022,03:00:00,,,,,2.691M,,,,,,,
110),02/01/2022,03:15:00,,,,,2.403M,,,,,,,
111),02/01/2022,03:30:00,,,,,2.183M,,,,,,,
112),02/01/2022,03:45:00,,,,,2.025M,,,,,,,
113),02/01/2022,04:00:00,,,,,1.870M,,,,,,,
114),02/01/2022,04:15:00,,,,,1.768M,,,,,,,
115),02/01/2022,04:30:00,,,,,1.698M,,,,,,,
116),02/01/2022,04:45:00,,,,,1.643M,,,,,,,
117),02/01/2022,05:00:00,,,,,1.624M,,,,,,,
118),02/01/2022,05:15:00,,,,,1.680M,,,,,,,
119),02/01/2022,05:30:00,,,,,1.787M,,,,,,,
120),02/01/2022,05:45:00,,,,,1.981M,,,,,,,
121),02/01/2022,06:00:00,,,,,2.255M,,,,,,,
122),02/01/2022,06:15:00,,,,,2.619M,,,,,,,
123),02/01/2022,06:30:00,,,,,3.046M,,,,,,,
124),02/01/2022,06:45:00,,,,,3.520M,,,,,,,
125),02/01/2022,07:00:00,,,,,4.039M,,,,,,,
126),02/01/2022,07:15:00,,,,,4.627M,,,,,,,
127),02/01/2022,07:30:00,,,,,5.250M,,,,,,,
128),02/01/2022,07:45:00,,,,,5.857M,,,,,,,
129),02/01/2022,08:00:00,,,,,6.448M,,,,,,,
130),02/01/2022,08:15:00,,,,,7.013M,,,,,,,
131),02/01/2022,08:30:00,,,,,7.557M,,,,,,,
132),02/01/2022,08:45:00,,,,,8.067M,,,,,,,
133),02/01/2022,09:00:00,,,,,8.514M,,,,,,,
134),02/01/2022,09:15:00,,,,,8.939M,,,,,,,
135),02/01/2022,09:30:00,,,,,9.276M,,,,,,,
136),02/01/2022,09:45:00,,,,,9.570M,,,,,,,
137),02/01/2022,10:00:00,,,,,9.791M,,,,,,,
138),02/01/2022,10:15:00,,,,,9.911M,,,,,,,
139),02/01/2022,10:30:00,,,,,9.965M,,,,,,,
140),02/01/2022,10:45:00,,,,,9.920M,,,,,,,
141),02/01/2022,11:00:00,,,,,9.777M,,,,,,,
142),02/01/2022,11:15:00,,,,,9.572M,,,,,,,
143),02/01/2022,11:30:00,,,,,9.287M,,,,,,,
144),02/01/2022,11:45:00,,,,,8.934M,,,,,,,
145),02/01/2022,12:00:00,,,,,8.541M,,,,,,,
146),02/01/2022,12:15:00,,,,,8.112M,,,,,,,
147),02/01/2022,12:30:00,,,,,7.668M,,,,,,,
148),02/01/2022,12:45:00,,,,,7.219M,,,,,,,
149),02/01/2022,13:00:00,,,,,6.764M,,,,,,,
150),02/01/2022,13:15:00,,,,,6.317M,,,,,,,
151),02/01/2022,13:30:00,,,,,5.881M,,,,,,,
152),02/01/2022,13:45:00,,,,,5.461M,,,,,,,
153),02/01/2022,14:00:00,,,,,5.039M,,,,,,,
154),02/01/2022,14:15:00,,,,,4.609M,,,,,,,
155),02/01/2022,14:30:00,,,,,4.154M,,,,,,,
156),02/01/2022,14:45:00,,,,,3.714M,,,,,,,
157),02/01/2022,15:00:00,,,,,3.310M,,,,,,,
158),02/01/2022,15:15:00,,,,,2.965M,,,,,,,
159),02/01/2022,15:30:00,,,,,2.675M,,,,,,,
160),02/01/2022,15:45:00,,,,,2.402M,,,,,,,
161),02/01/2022,16:00:00,,,,,2.218M,,,,,,,
162),02/01/2022,16:15:00,,,,,2.114M,,,,,,,
163),02/01/2022,16:30:00,,,,,2.034M,,,,,,,
164),02/01/2022,16:45:00,,,,,1.971M,,,,,,,
165),02/01/2022,17:00:00,,,,,1.936M,,,,,,,
166),02/01/2022,17:15:00,,,,,1.916M,,,,,,,
167),02/01/2022,17:30:00,,,,,1.929M,,,,,,,
168),02/01/2022,17:45:00,,,,,2.008M,,,,,,,
169),02/01/2022,18:00:00,,,,,2.162M,,,,,,,
170),02/01/2022,18:15:00,,,,,2.408M,,,,,,,
171),02/01/2022,18:30:00,,,,,2.737M,,,,,,,
172),02/01/2022,18:45:00,,,,,3.109M,,,,,,,
173),02/01/2022,19:00:00,,,,,3.531M,,,,,,,
174),02/01/2022,19:15:00,,,,,4.032M,,,,,,,
175),02/01/2022,19:30:00,,,,,4.578M,,,,,,,
176),02/01/2022,19:45:00,,,,,5.189M,,,,,,,
177),02/01/2022,20:00:00,,,,,5.762M,,,,,,,
178),02/01/2022,20:15:00,,,,,6.345M,,,,,,,
179),02/01/2022,20:30:00,,,,,6.930M,,,,,,,
180),02/01/2022,20:45:00,,,,,7.500M,,,,,,,
181),02/01/2022,21:00:00,,,,,8.050M,,,,,,,
182),02/01/2022,21:15:00,,,,,8.524M,,,,,,,
183),02/01/2022,21:30:00,,,,,8.999M,,,,,,,
184),02/01/2022,21:45:00,,,,,9.384M,,,,,,,
185),02/01/2022,22:00:00,,,,,9.723M,,,,,,,
186),02/01/2022,22:15:00,,,,,9.995M,,,,,,,
187),02/01/2022,22:30:00,,,,10.193M,,,,,,0.730M,,
188),02/01/2022,22:45:00,,,,10.340M,,,,,,0.751M,,
189),02/01/2022,23:00:00,,,,10.332M,,,,,,0.705M,,
190),02/01/2022,23:15:00,,,,10.243M,,,,,,0.666M,,
191),02/01/2022,23:30:00,,,,10.068M,,,,,,0.626M,,
192),02/01/2022,23:45:00,,,,,9.821M,,,,,,,
193),03/01/2022,00:00:00,,,,,9.502M,,,,,,,
194),03/01/2022,00:15:00,,,,,9.134M,,,,,,,
195),03/01/2022,00:30:00,,,,,8.724M,,,,,,,
196),03/01/2022,00:45:00,,,,,8.288M,,,,,,,
197),03/01/2022,01:00:00,,,,,7.817M,,,,,,,
198),03/01/2022,01:15:00,,,,,7.375M,,,,,,,
199),03/01/2022,01:30:00,,,,,6.925M,,,,,,,
200),03/01/2022,01:45:00,,,,,6.466M,,,,,,,
201),03/01/2022,02:00:00,,,,,6.004M,,,,,,,
202),03/01/2022,02:15:00,,,,,5.547M,,,,,,,
203),03/01/2022,02:30:00,,,,,5.097M,,,,,,,
204),03/01/2022,02:45:00,,,,,4.660M,,,,,,,
205),03/01/2022,03:00:00,,,,,4.234M,,,,,,,
206),03/01/2022,03:15:00,,,,,3.832M,,,,,,,
207),03/01/2022,03:30:00,,,,,3.437M,,,,,,,
208),03/01/2022,03:45:00,,,,,3.112M,,,,,,,
209),03/01/2022,04:00:00,,,,,2.818M,,,,,,,
210),03/01/2022,04:15:00,,,,,2.516M,,,,,,,
211),03/01/2022,04:30:00,,,,,2.279M,,,,,,,
212),03/01/2022,04:45:00,,,,,2.120M,,,,,,,
213),03/01/2022,05:00:00,,,,,2.028M,,,,,,,
214),03/01/2022,05:15:00,,,,,1.956M,,,,,,,
215),03/01/2022,05:30:00,,,,,1.878M,,,,,,,
216),03/01/2022,05:45:00,,,,,1.807M,,,,,,,
217),03/01/2022,06:00:00,,,,,1.769M,,,,,,,
218),03/01/2022,06:15:00,,,,,1.865M,,,,,,,
219),03/01/2022,06:30:00,,,,,2.041M,,,,,,,
220),03/01/2022,06:45:00,,,,,2.281M,,,,,,,
221),03/01/2022,07:00:00,,,,,2.623M,,,,,,,
222),03/01/2022,07:15:00,,,,,3.030M,,,,,,,
223),03/01/2022,07:30:00,,,,,3.502M,,,,,,,
224),03/01/2022,07:45:00,,,,,4.021M,,,,,,,
225),03/01/2022,08:00:00,,,,,4.619,,,,,,,
226),03/01/2022,08:15:00,,,,,5.239,,,,,,,
227),03/01/2022,08:30:00,,,,,5.867,,,,,,,
228),03/01/2022,08:45:00,,,,,6.481,,,,,,,
229),03/01/2022,09:00:00,,,,,7.07,,,,,,,
230),03/01/2022,09:15:00,,,,,7.648,,,,,,,
231),03/01/2022,09:30:00,,,,,8.186,,,,,,,
232),03/01/2022,09:45:00,,,,,8.68,,,,,,,
233),03/01/2022,10:00:00,,,,,9.134,,,,,,,
234),03/01/2022,10:15:00,,,,,9.515,,,,,,,
235),03/01/2022,10:30:00,,,,,9.859,,,,,,,
236),03/01/2022,10:45:00,,,,,10.108,,,,,,,
237),03/01/2022,11:00:00,,,,,10.277,,,,,,,
238),03/01/2022,11:15:00,,,,,10.389,,,,,,,
239),03/01/2022,11:30:00,,,,,10.337,,,,,,,
240),03/01/2022,11:45:00,,,,,10.216,,,,,,,
241),03/01/2022,12:00:00,,,,,9.998,,,,,,,
242),03/01/2022,12:15:00,,,,,9.699,,,,,,,
243),03/01/2022,12:30:00,,,,,9.344,,,,,,,
244),03/01/2022,12:45:00,,,,,8.932,,,,,,,
245),03/01/2022,13:00:00,,,,,8.485,,,,,,,
246),03/01/2022,13:15:00,,,,,8.007,,,,,,,
247),03/01/2022,13:30:00,,,,,7.522,,,,,,,
248),03/01/2022,13:45:00,,,,,7.033,,,,,,,
249),03/01/2022,14:00:00,,,,,6.544,,,,,,,
250),03/01/2022,14:15:00,,,,,6.071,,,,,,,
251),03/01/2022,14:30:00,,,,,5.565,,,,,,,
252),03/01/2022,14:45:00,,,,,5.086,,,,,,,
253),03/01/2022,15:00:00,,,,,4.587,,,,,,,
254),03/01/2022,15:15:00,,,,,4.108,,,,,,,
255),03/01/2022,15:30:00,,,,,3.657,,,,,,,
256),03/01/2022,15:45:00,,,,,3.234,,,,,,,
257),03/01/2022,16:00:00,,,,,2.86,,,,,,,
258),03/01/2022,16:15:00,,,,,2.534,,,,,,,
259),03/01/2022,16:30:00,,,,,2.24,,,,,,,
260),03/01/2022,16:45:00,,,,,2.022,,,,,,,
261),03/01/2022,17:00:00,,,,,1.83,,,,,,,
262),03/01/2022,17:15:00,,,,,1.689,,,,,,,
263),03/01/2022,17:30:00,,,,,1.616,,,,,,,
264),03/01/2022,17:45:00,,,,,1.521,,,,,,,
265),03/01/2022,18:00:00,,,,,1.451,,,,,,,
266),03/01/2022,18:15:00,,,,,1.436,,,,,,,
267),03/01/2022,18:30:00,,,,,1.477,,,,,,,
268),03/01/2022,18:45:00,,,,,1.587,,,,,,,
269),03/01/2022,19:00:00,,,,,1.772,,,,,,,
270),03/01/2022,19:15:00,,,,,2.03,,,,,,,
271),03/01/2022,19:30:00,,,,,2.395,,,,,,,
272),03/01/2022,19:45:00,,,,,2.834,,,,,,,
273),03/01/2022,20:00:00,,,,,3.33,,,,,,,
274),03/01/2022,20:15:00,,,,,3.826,,,,,,,
275),03/01/2022,20:30:00,,,,,4.425,,,,,,,
276),03/01/2022,20:45:00,,,,,5.051,,,,,,,
277),03/01/2022,21:00:00,,,,,5.707,,,,,,,
278),03/01/2022,21:15:00,,,,,6.302,,,,,,,
279),03/01/2022,21:30:00,,,,,6.899,,,,,,,
280),03/01/2022,21:45:00,,,,,7.479,,,,,,,
281),03/01/2022,22:00:00,,,,,8.016,,,,,,,
282),03/01/2022,22:15:00,,,,,8.487,,,,,,,
283),03/01/2022,22:30:00,,,,,8.912,,,,,,,
284),03/01/2022,22:45:00,,,,,9.26,,,,,,,
285),03/01/2022,23:00:00,,,,,9.533,,,,,,,
286),03/01/2022,23:15:00,,,,,9.749,,,,,,,
287),03/01/2022,23:30:00,,,,,9.86,,,,,,,
288),03/01/2022,23:45:00,,,,,9.901,,,,,,,
289),04/01/2022,00:00:00,,,,,9.865,,,,,,,
290),04/01/2022,00:15:00,,,,,9.741,,,,,,,
291),04/01/2022,00:30:00,,,,,9.538,,,,,,,
292),04/01/2022,00:45:00,,,,,9.252,,,,,,,
293),04/01/2022,01:00:00,,,,,8.915,,,,,,,
294),04/01/2022,01:15:00,,,,,8.531,,,,,,,
295),04/01/2022,01:30:00,,,,,8.111,,,,,,,
296),04/01/2022,01:45:00,,,,,7.658,,,,,,,
297),04/01/2022,02:00:00,,,,,7.188,,,,,,,
298),04/01/2022,02:15:00,,,,,6.711,,,,,,,
299),04/01/2022,02:30:00,,,,,6.233,,,,,,,
300),04/01/2022,02:45:00,,,,,5.735,,,,,,,
301),04/01/2022,03:00:00,,,,,5.233,,,,,,,
302),04/01/2022,03:15:00,,,,,4.728,,,,,,,
303),04/01/2022,03:30:00,,,,,4.223,,,,,,,
304),04/01/2022,03:45:00,,,,,3.742,,,,,,,
305),04/01/2022,04:00:00,,,,,3.309,,,,,,,
306),04/01/2022,04:15:00,,,,,2.897,,,,,,,
307),04/01/2022,04:30:00,,,,,2.542,,,,,,,
308),04/01/2022,04:45:00,,,,,2.234,,,,,,,
309),04/01/2022,05:00:00,,,,,1.968,,,,,,,
310),04/01/2022,05:15:00,,,,,1.744,,,,,,,
311),04/01/2022,05:30:00,,,,,1.562,,,,,,,
312),04/01/2022,05:45:00,,,,,1.421,,,,,,,
313),04/01/2022,06:00:00,,,,,1.317,,,,,,,
314),04/01/2022,06:15:00,,,,,1.227,,,,,,,
315),04/01/2022,06:30:00,,,,,1.167,,,,,,,
316),04/01/2022,06:45:00,,,,,1.162,,,,,,,
317),04/01/2022,07:00:00,,,,,1.223,,,,,,,
318),04/01/2022,07:15:00,,,,,1.368,,,,,,,
319),04/01/2022,07:30:00,,,,,1.578,,,,,,,
320),04/01/2022,07:45:00,,,,,1.882,,,,,,,
321),04/01/2022,08:00:00,,,,,2.291,,,,,,,
322),04/01/2022,08:15:00,,,,,2.753,,,,,,,
323),04/01/2022,08:30:00,,,,,3.27,,,,,,,
324),04/01/2022,08:45:00,,,,,3.780M,,,,,-0.228M,,
325),04/01/2022,09:00:00,,,,,4.383M,,,,,-0.225M,,
326),04/01/2022,09:15:00,,,,,5.055M,,,,,-0.169M,,
327),04/01/2022,09:30:00,,,,,5.741M,,,,,-0.101M,,
328),04/01/2022,09:45:00,,,,,6.378,,,,,,,
329),04/01/2022,10:00:00,,,,,6.983,,,,,,,
330),04/01/2022,10:15:00,,,,,7.561,,,,,,,
331),04/01/2022,10:30:00,,,,,8.097,,,,,,,
332),04/01/2022,10:45:00,,,,,8.568,,,,,,,
333),04/01/2022,11:00:00,,,,,9.005,,,,,,,
334),04/01/2022,11:15:00,,,,,9.349,,,,,,,
335),04/01/2022,11:30:00,,,,,9.638,,,,,,,
336),04/01/2022,11:45:00,,,,,9.853,,,,,,,
337),04/01/2022,12:00:00,,,,,9.957,,,,,,,
338),04/01/2022,12:15:00,,,,10.002M,,,,,-0.001M,,,
339),04/01/2022,12:30:00,,,,,9.925M,,,,,-0.007M,,
340),04/01/2022,12:45:00,,,,,9.76,,,,,,,
341),04/01/2022,13:00:00,,,,,9.529,,,,,,,
342),04/01/2022,13:15:00,,,,,9.195,,,,,,,
343),04/01/2022,13:30:00,,,,,8.797M,,,,,-0.046M,,
344),04/01/2022,13:45:00,,,,,8.352,,,,,,,
345),04/01/2022,14:00:00,,,,,7.882M,,,,,-0.093M,,
346),04/01/2022,14:15:00,,,,,7.390M,,,,,-0.109M,,
347),04/01/2022,14:30:00,,,,,6.892M,,,,,-0.114M,,
348),04/01/2022,14:45:00,,,,,6.419M,,,,,-0.084M,,
349),04/01/2022,15:00:00,,,,,5.917M,,,,,-0.076M,,
350),04/01/2022,15:15:00,,,,,5.425M,,,,,-0.056M,,
351),04/01/2022,15:30:00,,,,,4.920M,,,,,-0.050M,,
352),04/01/2022,15:45:00,,,,,4.416M,,,,,-0.050M,,
353),04/01/2022,16:00:00,,,,,3.948M,,,,,-0.027M,,
354),04/01/2022,16:15:00,,,,,3.523M,,,,,,,
355),04/01/2022,16:30:00,,,,,3.103M,,,,,,,
356),04/01/2022,16:45:00,,,,,2.738,,,,,,,
357),04/01/2022,17:00:00,,,,,2.435,,,,,,,
358),04/01/2022,17:15:00,,,,,2.162,,,,,,,
359),04/01/2022,17:30:00,,,,,1.93,,,,,,,
360),04/01/2022,17:45:00,,,,,1.718,,,,,,,
361),04/01/2022,18:00:00,,,,,1.519,,,,,,,
362),04/01/2022,18:15:00,,,,,1.387,,,,,,,
363),04/01/2022,18:30:00,,,,,1.322,,,,,,,
364),04/01/2022,18:45:00,,,,,1.223,,,,,,,
365),04/01/2022,19:00:00,,,,,1.16,,,,,,,
366),04/01/2022,19:15:00,,,,,1.228,,,,,,,
367),04/01/2022,19:30:00,,,,,1.345,,,,,,,
368),04/01/2022,19:45:00,,,,,1.446,,,,,,,
369),04/01/2022,20:00:00,,,,,1.673,,,,,,,
370),04/01/2022,20:15:00,,,,,2.035,,,,,,,
371),04/01/2022,20:30:00,,,,,2.462,,,,,,,
372),04/01/2022,20:45:00,,,,,2.941,,,,,,,
373),04/01/2022,21:00:00,,,,,3.466,,,,,,,
374),04/01/2022,21:15:00,,,,,3.961M,,,,,,,
375),04/01/2022,21:30:00,,,,,4.592M,,,,,,,
376),04/01/2022,21:45:00,,,,,5.234M,,,,,,,
377),04/01/2022,22:00:00,,,,,5.903M,,,,,,,
378),04/01/2022,22:15:00,,,,,6.527M,,,,,,,
379),04/01/2022,22:30:00,,,,,7.124,,,,,,,
380),04/01/2022,22:45:00,,,,,7.671,,,,,,,
381),04/01/2022,23:00:00,,,,,8.167,,,,,,,
382),04/01/2022,23:15:00,,,,,8.647,,,,,,,
383),04/01/2022,23:30:00,,,,,9.072,,,,,,,
384),04/01/2022,23:45:00,,,,,9.398,,,,,,,
385),05/01/2022,00:00:00,,,,,9.686,,,,,,,
386),05/01/2022,00:15:00,,,,,9.86,,,,,,,
387),05/01/2022,00:30:00,,,,,9.945M,,,,,,,
388),05/01/2022,00:45:00,,,,,9.968M,,,,,,,
389),05/01/2022,01:00:00,,,,,9.866,,,,,,,
390),05/01/2022,01:15:00,,,,,9.661,,,,,,,
391),05/01/2022,01:30:00,,,,,9.404,,,,,,,
392),05/01/2022,01:45:00,,,,,9.058,,,,,,,
393),05/01/2022,02:00:00,,,,,8.67,,,,,,,
394),05/01/2022,02:15:00,,,,,8.219,,,,,,,
395),05/01/2022,02:30:00,,,,,7.75,,,,,,,
396),05/01/2022,02:45:00,,,,,7.271,,,,,,,
397),05/01/2022,03:00:00,,,,,6.795,,,,,,,
398),05/01/2022,03:15:00,,,,,6.331,,,,,,,
399),05/01/2022,03:30:00,,,,,5.867M,,,,,,,
400),05/01/2022,03:45:00,,,,,5.390M,,,,,,,
401),05/01/2022,04:00:00,,,,,4.9,,,,,,,
402),05/01/2022,04:15:00,,,,,4.416,,,,,,,
403),05/01/2022,04:30:00,,,,,3.955,,,,,,,
404),05/01/2022,04:45:00,,,,,3.553,,,,,,,
405),05/01/2022,05:00:00,,,,,3.161,,,,,,,
406),05/01/2022,05:15:00,,,,,2.803,,,,,,,
407),05/01/2022,05:30:00,,,,,2.469,,,,,,,
408),05/01/2022,05:45:00,,,,,2.184,,,,,,,
409),05/01/2022,06:00:00,,,,,1.968,,,,,,,
410),05/01/2022,06:15:00,,,,,1.819,,,,,,,
411),05/01/2022,06:30:00,,,,,1.687,,,,,,,
412),05/01/2022,06:45:00,,,,,1.578,,,,,,,
413),05/01/2022,07:00:00,,,,,1.493,,,,,,,
414),05/01/2022,07:15:00,,,,,1.425,,,,,,,
415),05/01/2022,07:30:00,,,,,1.454,,,,,,,
416),05/01/2022,07:45:00,,,,,1.521,,,,,,,
417),05/01/2022,08:00:00,,,,,1.609,,,,,,,
418),05/01/2022,08:15:00,,,,,1.803,,,,,,,
419),05/01/2022,08:30:00,,,,,2.098,,,,,,,
420),05/01/2022,08:45:00,,,,,2.469,,,,,,,
421),05/01/2022,09:00:00,,,,,2.911,,,,,,,
422),05/01/2022,09:15:00,,,,,3.418,,,,,,,
423),05/01/2022,09:30:00,,,,,3.938,,,,,,,
424),05/01/2022,09:45:00,,,,,4.548,,,,,,,
425),05/01/2022,10:00:00,,,,,5.184,,,,,,,
426),05/01/2022,10:15:00,,,,,5.832,,,,,,,
427),05/01/2022,10:30:00,,,,,6.448,,,,,,,
428),05/01/2022,10:45:00,,,,,7.041,,,,,,,
429),05/01/2022,11:00:00,,,,,7.612,,,,,,,
430),05/01/2022,11:15:00,,,,,8.135,,,,,,,
431),05/01/2022,11:30:00,,,,,8.612,,,,,,,
432),05/01/2022,11:45:00,,,,,9.047,,,,,,,
433),05/01/2022,12:00:00,,,,,9.396,,,,,,,
434),05/01/2022,12:15:00,,,,,9.699,,,,,,,
435),05/01/2022,12:30:00,,,,,9.914,,,,,,,
436),05/01/2022,12:45:00,,,,10.032,,,,,,,,
437),05/01/2022,13:00:00,,,,10.076,,,,,,,,
438),05/01/2022,13:15:00,,,,10.01,,,,,,,,
439),05/01/2022,13:30:00,,,,,9.849,,,,,,,
440),05/01/2022,13:45:00,,,,,9.609,,,,,,,
441),05/01/2022,14:00:00,,,,,9.288,,,,,,,
442),05/01/2022,14:15:00,,,,,8.917,,,,,,,
443),05/01/2022,14:30:00,,,,,8.481,,,,,,,
444),05/01/2022,14:45:00,,,,,8.01,,,,,,,
445),05/01/2022,15:00:00,,,,,7.52,,,,,,,
