system:index,cloudiness,scene_id,timestamp,.geo,datetime,formatted_datetime
20250101T113409_20250101T113404_T30UVE,66.514999,20250101T113409_20250101T113404_T30UVE,1735731382370.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-01 11:36:22.370,2025 01 01 11 36 22
20250101T113409_20250101T113404_T30UVF,59.676206,20250101T113409_20250101T113404_T30UVF,1735731368266.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-01 11:36:08.266,2025 01 01 11 36 08
20250101T113409_20250101T113404_T30UWE,86.765885,20250101T113409_20250101T113404_T30UWE,1735731377205.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-01 11:36:17.205,2025 01 01 11 36 17
20250101T113409_20250101T113404_T30UWF,59.471077,20250101T113409_20250101T113404_T30UWF,1735731363432.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-01 11:36:03.432,2025 01 01 11 36 03
20250103T112451_20250103T112450_T30UVE,67.539942,20250103T112451_20250103T112450_T30UVE,1735903584099.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-03 11:26:24.099,2025 01 03 11 26 24
20250103T112451_20250103T112450_T30UVF,19.370936,20250103T112451_20250103T112450_T30UVF,1735903569793.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-03 11:26:09.793,2025 01 03 11 26 09
20250103T112451_20250103T112450_T30UWE,43.355706,20250103T112451_20250103T112450_T30UWE,1735903580055.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-03 11:26:20.055,2025 01 03 11 26 20
20250103T112451_20250103T112450_T30UWF,13.236667,20250103T112451_20250103T112450_T30UWF,1735903565633.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-03 11:26:05.633,2025 01 03 11 26 05
20250106T113451_20250106T113448_T30UVE,62.918717,20250106T113451_20250106T113448_T30UVE,1736163379046.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-06 11:36:19.046,2025 01 06 11 36 19
20250106T113451_20250106T113448_T30UVF,22.354859,20250106T113451_20250106T113448_T30UVF,1736163364940.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-06 11:36:04.940,2025 01 06 11 36 04
20250106T113451_20250106T113448_T30UWE,95.884949,20250106T113451_20250106T113448_T30UWE,1736163373886.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-06 11:36:13.886,2025 01 06 11 36 13
20250106T113451_20250106T113448_T30UWF,90.313274,20250106T113451_20250106T113448_T30UWF,1736163360103.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-06 11:36:00.103,2025 01 06 11 36 00
20250108T112349_20250108T112345_T30UVE,99.999994,20250108T112349_20250108T112345_T30UVE,1736335584993.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-08 11:26:24.993,2025 01 08 11 26 24
20250108T112349_20250108T112345_T30UVF,74.171293,20250108T112349_20250108T112345_T30UVF,1736335570677.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-08 11:26:10.677,2025 01 08 11 26 10
20250108T112349_20250108T112345_T30UWE,97.128224,20250108T112349_20250108T112345_T30UWE,1736335580949.0,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01-08 11:26:20.949,2025 01 08 11 26 20
